#HJD          Cam  mag   mag_err  flux (mJy)   flux_err (mJy)
#              (5 sigma limits) 
#Cam: Hawaii=abcd Chile1=defg Chile2=ijkl SAAO=mnop Texas=qrst
2457405.93915	ba	13.269	0.021626376660909313	18.9	0.376
2457408.88271	ba	13.242	0.028835168881212417	19.365	0.514
2457414.99222	ba	13.263	0.021626376660909313	19.002	0.378
2457415.82801	ba	13.262	0.01802198055075776	19.021	0.315
2457421.95712	ba	13.268	0.01802198055075776	18.91	0.314
2457424.00527	ba	13.245	0.014417584440606208	19.319	0.256
2457428.00831	ba	13.253	0.014417584440606208	19.183	0.254
2457429.8905	ba	13.25	0.021626376660909313	19.227	0.383
2457430.86739	ba	13.205	0.014417584440606208	20.039	0.266
2457432.84033	ba	13.234	0.014417584440606208	19.513	0.259
2457433.81851	ba	13.215	0.021626376660909313	19.859	0.395
2457434.80751	ba	13.257	0.021626376660909313	19.109	0.38
2457441.93265	ba	13.295	0.05046154554212172	18.442	0.856
2457442.82125	ba	13.313	0.043252753321818625	18.142	0.722
2457444.93722	ba	13.294	0.03604396110151552	18.456	0.612
2457447.89454	ba	13.286	0.01802198055075776	18.593	0.308
2457451.87645	ba	13.278	0.01802198055075776	18.731	0.311
2457453.86115	ba	13.252	0.014417584440606208	19.188	0.255
2457460.77887	ba	13.271	0.01802198055075776	18.856	0.313
2457475.76576	ba	13.276	0.01802198055075776	18.767	0.311
2457478.86113	ba	13.278	0.01802198055075776	18.743	0.311
2457480.80441	ba	13.227	0.014417584440606208	19.638	0.26
2457482.8501	ba	13.254	0.014417584440606208	19.155	0.254
2457488.80216	ba	13.299	0.02523077277106086	18.381	0.427
2457498.79652	ba	13.275	0.043252753321818625	18.796	0.748
2457501.78922	ba	13.256	0.02523077277106086	19.126	0.444
2457509.76443	ba	13.263	0.01802198055075776	19.001	0.315
2457510.7646	ba	13.263	0.014417584440606208	19.005	0.252
2457514.75578	ba	13.305	0.01802198055075776	18.283	0.303
2457670.09265	ba	13.232	0.021626376660909313	19.556	0.389
2457671.08491	ba	13.215	0.021626376660909313	19.858	0.395
2457672.08786	ba	13.201	0.01802198055075776	20.108	0.333
2457674.11861	ba	13.206	0.01802198055075776	20.022	0.332
2457676.07499	ba	13.287	0.039648357211667075	18.589	0.678
2457697.0946	ba	13.209	0.021626376660909313	19.965	0.397
2457700.02609	ba	13.215	0.02523077277106086	19.862	0.461
2457701.00696	ba	13.308	0.028835168881212417	18.229	0.484
2457702.00298	ba	13.305	0.01802198055075776	18.273	0.303
2457704.00915	ba	13.332	0.03604396110151552	17.831	0.591
2457706.99162	ba	>15.467	99.99	-34.807	0.499
2457721.03743	ba	13.204	0.014417584440606208	20.057	0.266
2457756.98574	ba	13.323	0.01802198055075776	17.985	0.298
2457762.05619	ba	13.232	0.014417584440606208	19.546	0.259
2457762.84405	ba	13.269	0.028835168881212417	18.888	0.501
2457786.81006	ba	13.262	0.01802198055075776	19.011	0.315
2457798.85429	ba	13.338	0.02523077277106086	17.735	0.412
2457816.82324	ba	13.257	0.01802198055075776	19.1	0.317
2457825.87591	ba	13.28	0.03243956499136397	18.706	0.558
2457827.90622	ba	13.271	0.028835168881212417	18.863	0.5
2457829.79589	ba	13.286	0.01802198055075776	18.608	0.309
2457837.84314	ba	13.186	0.014417584440606208	20.391	0.27
2457842.8438	ba	13.302	0.021626376660909313	18.324	0.365
2457845.80207	ba	13.283	0.01802198055075776	18.657	0.309
2457855.76935	ba	13.292	0.028835168881212417	18.504	0.491
2457882.73944	ba	13.254	0.028835168881212417	19.148	0.508
2458026.11679	ba	13.282	0.01802198055075776	18.676	0.31
2458027.11638	ba	13.248	0.021626376660909313	19.26	0.383
2458028.10793	ba	13.302	0.021626376660909313	18.33	0.365
2458034.09331	ba	13.199	0.039648357211667075	20.159	0.735
2458056.03579	ba	13.348	0.02523077277106086	17.574	0.408
2458064.02987	ba	13.259	0.03243956499136397	19.072	0.569
2458065.07896	ba	13.286	0.02523077277106086	18.604	0.432
2458071.15541	ba	13.317	0.046857149431970176	18.069	0.779
2458075.05961	ba	13.329	0.01802198055075776	17.876	0.296
2458092.03856	ba	13.341	0.043252753321818625	17.689	0.704
2458119.99966	ba	13.332	0.03604396110151552	17.826	0.591
