HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457845.80206,2017-04-02.2992393,ba,1.65,16.104,13.368,0.018,17.241,0.284,V
2457845.80332,2017-04-02.3005083,ba,1.68,16.024,13.345,0.019,17.621,0.302,V
2457845.80459,2017-04-02.3017717,ba,1.63,15.940,13.397,0.021,16.800,0.329,V
2457851.76022,2017-04-08.2579245,ba,2.35,15.440,13.361,0.032,17.363,0.514,V
2457851.76148,2017-04-08.2591825,ba,2.27,15.448,13.327,0.031,17.923,0.510,V
2457851.76275,2017-04-08.2604555,ba,2.31,15.399,13.277,0.031,18.754,0.534,V
2457854.62700,2017-04-11.1249690,be,1.43,15.400,13.421,0.035,16.416,0.532,V
2457854.62827,2017-04-11.1262305,be,1.43,15.423,13.430,0.035,16.287,0.521,V
2457854.62953,2017-04-11.1274931,be,1.48,15.415,13.508,0.038,15.166,0.526,V
2457855.76934,2017-04-12.2674072,ba,1.68,15.836,13.363,0.023,17.318,0.360,V
2457855.77060,2017-04-12.2686695,ba,1.65,15.731,13.356,0.025,17.442,0.396,V
2457855.77186,2017-04-12.2699333,ba,1.61,15.781,13.439,0.025,16.159,0.378,V
2457863.80493,2017-04-20.3037534,ba,1.66,16.077,13.293,0.017,18.475,0.289,V
2457863.80620,2017-04-20.3050229,ba,1.64,16.056,13.339,0.018,17.712,0.295,V
2457863.80746,2017-04-20.3062875,ba,1.65,16.004,13.240,0.017,19.392,0.310,V
2457866.54768,2017-04-23.0467754,be,1.45,15.978,13.458,0.021,15.874,0.313,V
2457866.54895,2017-04-23.0480392,be,1.43,15.910,13.392,0.022,16.858,0.333,V
2457866.55021,2017-04-23.0493053,be,1.43,15.897,13.439,0.023,16.154,0.337,V
2457869.59268,2017-04-26.0920744,be,1.81,15.846,13.343,0.022,17.636,0.354,V
2457869.59396,2017-04-26.0933467,be,1.82,15.860,13.325,0.021,17.941,0.350,V
2457869.59527,2017-04-26.0946534,be,1.73,15.745,13.341,0.024,17.682,0.389,V
2457871.77540,2017-04-28.2749998,ba,1.71,15.989,13.392,0.020,16.870,0.313,V
2457871.77667,2017-04-28.2762723,ba,1.72,16.058,13.277,0.017,18.766,0.297,V
2457871.77793,2017-04-28.2775362,ba,1.63,16.008,13.337,0.019,17.746,0.307,V
2457874.57274,2017-05-01.0726159,be,1.49,15.819,13.356,0.023,17.437,0.363,V
2457874.57402,2017-05-01.0738894,be,1.50,15.926,13.353,0.020,17.483,0.329,V
2457874.57528,2017-05-01.0751534,be,1.50,15.927,13.316,0.020,18.099,0.329,V
2457879.56572,2017-05-06.0660875,be,1.43,15.546,13.357,0.029,17.427,0.466,V
2457879.56699,2017-05-06.0673557,be,1.37,15.375,13.455,0.037,15.928,0.545,V
2457879.56826,2017-05-06.0686210,be,1.42,15.371,13.413,0.036,16.555,0.546,V
2457882.73942,2017-05-09.2400883,ba,1.74,15.526,13.354,0.030,17.459,0.477,V
2457882.74068,2017-05-09.2413583,ba,1.72,15.690,13.332,0.025,17.843,0.411,V
2457882.74196,2017-05-09.2426298,ba,1.72,15.561,13.414,0.030,16.532,0.461,V
2457887.50421,2017-05-14.0053440,be,1.59,15.760,13.308,0.023,18.230,0.382,V
2457887.50548,2017-05-14.0066109,be,1.63,15.868,13.361,0.022,17.360,0.346,V
2457887.50674,2017-05-14.0078733,be,1.65,15.846,13.374,0.022,17.144,0.354,V
2457893.52029,2017-05-20.0219996,be,1.62,15.915,13.354,0.021,17.460,0.332,V
2457893.52156,2017-05-20.0232677,be,1.66,15.915,13.304,0.020,18.299,0.332,V
2457893.52282,2017-05-20.0245306,be,1.66,15.877,13.374,0.022,17.153,0.343,V
2457894.49899,2017-05-21.0007849,be,1.42,15.985,13.394,0.020,16.845,0.312,V
2457894.50026,2017-05-21.0020548,be,1.41,15.938,13.354,0.020,17.482,0.325,V
2457895.50754,2017-05-22.0094359,be,1.45,15.889,13.361,0.021,17.350,0.340,V
2457895.50881,2017-05-22.0106995,be,1.46,15.854,13.326,0.021,17.927,0.351,V
2457895.51007,2017-05-22.0119620,be,1.44,15.904,13.403,0.022,16.710,0.335,V
2457901.50178,2017-05-28.0042206,be,1.62,15.896,13.437,0.023,16.182,0.338,V
2457901.50304,2017-05-28.0054771,be,1.73,15.935,13.488,0.023,15.443,0.325,V
2457901.50429,2017-05-28.0067305,be,1.68,15.828,13.399,0.023,16.762,0.360,V
2457906.47102,2017-06-01.9738859,be,1.64,15.716,13.437,0.027,16.183,0.399,V
2457906.47228,2017-06-01.9751491,be,1.75,15.709,13.293,0.024,18.476,0.401,V
2457906.47354,2017-06-01.9764127,be,1.77,15.628,13.338,0.027,17.723,0.432,V
2457913.45815,2017-06-08.9615936,be,1.46,15.524,13.407,0.031,16.641,0.475,V
2457913.45941,2017-06-08.9628554,be,1.43,15.388,13.418,0.036,16.482,0.538,V
2457913.46067,2017-06-08.9641199,be,1.43,15.480,13.369,0.031,17.225,0.496,V
2458026.11679,2017-09-29.6201427,ba,1.71,15.952,13.366,0.020,17.280,0.326,V
2458026.11806,2017-09-29.6214085,ba,1.75,15.848,13.371,0.022,17.206,0.358,V
2458026.11934,2017-09-29.6226843,ba,1.71,15.796,13.371,0.024,17.197,0.372,V
2458027.11639,2017-09-30.6196548,ba,1.73,15.951,13.416,0.021,16.501,0.326,V
2458027.11767,2017-09-30.6209311,ba,1.77,15.898,13.284,0.020,18.647,0.344,V
2458027.11893,2017-09-30.6221957,ba,1.69,15.850,13.327,0.021,17.915,0.356,V
2458028.10793,2017-10-01.6111160,ba,1.71,15.844,13.376,0.023,17.122,0.358,V
2458028.10921,2017-10-01.6123913,ba,1.69,15.722,13.455,0.027,15.910,0.401,V
2458028.11047,2017-10-01.6136547,ba,1.71,15.855,13.411,0.023,16.582,0.353,V
2458033.98381,2017-10-07.4864957,bq,1.71,16.083,13.730,0.025,11.686,0.269,g
2458033.98513,2017-10-07.4878182,bq,1.74,16.006,13.700,0.026,12.030,0.289,g
2458033.98650,2017-10-07.4891818,bq,1.73,15.904,13.738,0.030,11.611,0.316,g
2458034.09332,2017-10-07.5959962,ba,1.71,15.512,13.320,0.029,18.016,0.485,V
2458034.09460,2017-10-07.5972703,ba,1.70,15.602,13.344,0.027,17.630,0.445,V
2458034.09586,2017-10-07.5985363,ba,1.74,15.523,13.360,0.030,17.366,0.481,V
2458046.11189,2017-10-19.6134498,ba,2.38,15.832,13.291,0.021,18.516,0.362,V
2458046.11317,2017-10-19.6147218,ba,2.31,15.850,13.268,0.020,18.915,0.354,V
2458046.11443,2017-10-19.6159871,ba,2.36,15.725,13.299,0.024,18.375,0.397,V
2458050.00401,2017-10-23.5051907,bq,1.62,16.344,13.882,0.023,10.172,0.211,g
2458050.00620,2017-10-23.5073846,bq,1.60,16.218,13.852,0.025,10.453,0.238,g
2458050.00780,2017-10-23.5089805,bq,1.68,16.076,13.868,0.029,10.293,0.270,g
2458050.98757,2017-10-24.4886538,bq,2.29,16.576,13.795,0.023,11.024,0.230,g
2458051.97811,2017-10-25.4791046,bq,2.32,16.487,13.757,0.019,11.413,0.198,g
2458051.97934,2017-10-25.4803258,bq,2.34,16.617,13.821,0.022,10.753,0.217,g
2458051.98055,2017-10-25.4815408,bq,2.35,16.611,13.809,0.022,10.872,0.217,g
2458052.98137,2017-10-26.4822605,bq,1.57,16.613,13.818,0.017,10.786,0.166,g
2458052.98259,2017-10-26.4834755,bq,1.60,16.712,13.843,0.016,10.533,0.151,g
2458052.98379,2017-10-26.4846834,bq,1.58,16.678,13.867,0.016,10.307,0.155,g
2458054.03971,2017-10-27.5405016,ba,1.75,14.828,13.810,0.087,11.479,0.905,V
2458054.04098,2017-10-27.5417650,ba,1.76,14.367,13.398,0.091,16.772,1.393,V
2458054.04224,2017-10-27.5430275,ba,1.73,14.396,13.360,0.085,17.370,1.344,V
2458055.96042,2017-10-29.4610165,bq,1.98,16.399,13.678,0.018,12.275,0.202,g
2458055.96164,2017-10-29.4622363,bq,2.05,16.522,13.691,0.016,12.122,0.180,g
2458055.96287,2017-10-29.4634634,bq,1.97,16.465,13.691,0.017,12.129,0.190,g
2458056.03580,2017-10-29.5363947,ba,1.67,16.068,13.424,0.019,16.390,0.292,V
2458056.03707,2017-10-29.5376615,ba,1.67,15.948,13.246,0.019,19.313,0.332,V
2458056.95272,2017-10-30.4532164,bq,1.63,16.605,13.756,0.016,11.419,0.167,g
2458056.95392,2017-10-30.4544254,bq,1.68,16.560,13.711,0.016,11.906,0.174,g
2458056.95527,2017-10-30.4557649,bq,1.64,16.564,13.760,0.017,11.385,0.173,g
2458058.95891,2017-11-01.4592135,bq,1.65,16.135,13.682,0.023,12.231,0.256,g
2458058.96013,2017-11-01.4604303,bq,1.64,16.318,13.723,0.020,11.767,0.219,g
2458058.96135,2017-11-01.4616445,bq,1.60,16.387,13.697,0.018,12.054,0.204,g
2458059.95520,2017-11-02.4553954,bq,1.63,16.358,13.734,0.020,11.647,0.209,g
2458059.95642,2017-11-02.4566123,bq,1.62,16.320,13.733,0.020,11.656,0.217,g
2458059.95762,2017-11-02.4578180,bq,1.68,16.252,13.737,0.022,11.624,0.230,g
2458060.02716,2017-11-02.5273490,ba,2.06,15.489,13.688,0.043,12.843,0.499,V
2458060.02842,2017-11-02.5286129,ba,2.05,15.190,13.330,0.040,17.870,0.650,V
2458060.02970,2017-11-02.5298896,ba,2.04,15.387,13.252,0.031,19.185,0.544,V
2458061.02330,2017-11-03.5233912,ba,2.14,15.428,13.418,0.035,16.485,0.525,V
2458061.02456,2017-11-03.5246556,ba,2.11,15.107,13.394,0.045,16.847,0.702,V
2458061.02582,2017-11-03.5259187,ba,2.11,15.249,14.212,0.085,7.928,0.613,V
2458061.93178,2017-11-04.4317888,bq,1.78,15.864,13.748,0.031,11.505,0.329,g
2458061.93301,2017-11-04.4330126,bq,1.81,15.867,13.694,0.030,12.084,0.328,g
2458061.93423,2017-11-04.4342288,bq,1.83,15.844,13.756,0.032,11.416,0.335,g
2458062.02218,2017-11-04.5221767,ba,2.26,14.983,13.402,0.052,16.711,0.789,V
2458062.02345,2017-11-04.5234422,ba,2.33,15.133,13.369,0.043,17.237,0.682,V
2458062.02471,2017-11-04.5247071,ba,2.30,14.907,13.393,0.056,16.860,0.844,V
2458062.93514,2017-11-05.4350436,bq,2.22,15.615,13.710,0.039,11.913,0.418,g
2458062.93636,2017-11-05.4362633,bq,2.17,15.685,13.705,0.037,11.968,0.392,g
2458062.93760,2017-11-05.4375025,bq,2.24,15.699,13.746,0.036,11.522,0.384,g
2458064.01548,2017-11-06.5152798,bq,1.59,15.848,13.788,0.033,11.090,0.333,g
2458064.01670,2017-11-06.5164950,bq,1.62,15.789,13.802,0.035,10.938,0.352,g
2458064.02989,2017-11-06.5296839,ba,1.73,15.359,13.415,0.037,16.522,0.558,V
2458064.03115,2017-11-06.5309484,ba,1.74,15.375,13.354,0.034,17.464,0.549,V
2458064.03242,2017-11-06.5322104,ba,1.80,15.460,13.300,0.030,18.365,0.509,V
2458065.07898,2017-11-07.5786695,ba,1.73,15.477,13.362,0.031,17.340,0.501,V
2458065.08026,2017-11-07.5799431,ba,1.78,15.534,13.424,0.031,16.380,0.474,V
2458065.08151,2017-11-07.5811991,ba,1.73,15.545,13.405,0.031,16.665,0.469,V
2458071.15543,2017-11-13.6545184,ba,1.72,15.839,13.417,0.024,16.488,0.360,V
2458071.15669,2017-11-13.6557752,ba,1.70,15.755,13.379,0.025,17.074,0.391,V
2458071.94000,2017-11-14.4390085,bq,1.50,15.382,13.940,0.058,9.645,0.512,g
2458071.94122,2017-11-14.4402282,bq,1.64,15.320,13.854,0.058,10.437,0.553,g
2458071.94243,2017-11-14.4414388,bq,1.60,15.397,13.448,0.037,15.169,0.512,g
2458072.96523,2017-11-15.4641390,bq,1.54,16.643,13.842,0.017,10.556,0.161,g
2458074.94996,2017-11-17.4486803,bq,1.51,16.596,13.817,0.017,10.798,0.168,g
2458074.95119,2017-11-17.4498983,bq,1.50,16.640,13.886,0.017,10.130,0.161,g
2458074.95240,2017-11-17.4511157,bq,1.51,16.608,13.845,0.017,10.517,0.166,g
2458075.05964,2017-11-17.5583378,ba,1.81,16.067,13.422,0.019,16.397,0.294,V
2458075.06094,2017-11-17.5596482,ba,1.77,16.122,13.397,0.019,16.790,0.282,V
2458075.06221,2017-11-17.5609118,ba,1.69,16.042,13.401,0.020,16.730,0.303,V
2458075.95802,2017-11-18.4566347,bq,1.54,16.696,13.856,0.016,10.416,0.153,g
2458075.95923,2017-11-18.4578498,bq,1.56,16.662,13.880,0.017,10.193,0.158,g
2458075.96055,2017-11-18.4591641,bq,1.55,16.635,13.858,0.017,10.394,0.162,g
2458076.96117,2017-11-19.4596881,bq,1.72,16.312,13.803,0.022,10.934,0.218,g
2458076.96239,2017-11-19.4609041,bq,1.72,16.350,13.832,0.022,10.643,0.210,g
2458076.96360,2017-11-19.4621190,bq,1.77,16.254,13.818,0.023,10.782,0.230,g
2458077.81094,2017-11-20.3093756,be,1.54,15.766,13.391,0.025,16.894,0.380,V
2458077.81220,2017-11-20.3106342,be,1.65,15.850,13.441,0.024,16.116,0.352,V
2458077.81346,2017-11-20.3118989,be,1.69,15.850,13.449,0.024,16.000,0.352,V
2458077.95006,2017-11-20.4484893,bq,2.11,16.437,13.729,0.018,11.708,0.195,g
2458077.95127,2017-11-20.4496962,bq,2.16,16.471,13.707,0.017,11.942,0.190,g
2458077.95255,2017-11-20.4509721,bq,2.25,16.369,13.726,0.019,11.737,0.209,g
2458078.95609,2017-11-21.4544163,bq,2.30,99.990,99.990,99.990,99.990,99.990,g
2458079.94604,2017-11-22.444275,bq,1.54,16.608,13.732,0.015,11.671,0.167,g
2458079.94726,2017-11-22.4454907,bq,1.56,16.555,13.753,0.017,11.446,0.175,g
2458079.94847,2017-11-22.4467002,bq,1.59,16.681,13.729,0.014,11.705,0.156,g
2458080.78619,2017-11-23.2843401,be,1.41,15.827,13.334,0.022,17.791,0.360,V
2458080.78746,2017-11-23.2856085,be,1.42,15.826,13.298,0.021,18.390,0.360,V
2458080.78872,2017-11-23.2868733,be,1.43,15.885,13.358,0.021,17.419,0.341,V
2458080.91906,2017-11-23.4172,bq,1.58,16.565,13.696,0.016,12.064,0.173,g
2458080.92028,2017-11-23.4184221,bq,1.54,16.611,13.735,0.015,11.647,0.166,g
2458080.92152,2017-11-23.4196615,bq,1.54,16.647,13.774,0.016,11.226,0.160,g
2458081.90784,2017-11-24.4058932,bq,1.50,16.572,13.722,0.016,11.776,0.172,g
2458081.90910,2017-11-24.4071490,bq,1.56,16.653,13.721,0.015,11.793,0.160,g
2458081.91031,2017-11-24.4083629,bq,1.55,16.583,13.748,0.016,11.510,0.170,g
2458082.90131,2017-11-25.3992718,bq,1.53,16.581,13.749,0.016,11.494,0.170,g
2458082.90254,2017-11-25.4004981,bq,1.55,16.639,13.712,0.015,11.894,0.162,g
2458082.90383,2017-11-25.4017866,bq,1.49,16.619,13.741,0.015,11.568,0.165,g
2458083.88956,2017-11-26.3874284,bq,1.81,16.568,13.686,0.015,12.176,0.175,g
2458083.89077,2017-11-26.3886383,bq,1.83,16.623,13.657,0.014,12.505,0.167,g
2458083.89199,2017-11-26.3898519,bq,1.96,16.519,13.723,0.017,11.773,0.183,g
2458088.51514,2017-12-01.0125837,bm,2.21,16.018,13.798,0.028,10.989,0.286,g
2458088.51635,2017-12-01.0137987,bm,2.16,15.947,13.780,0.030,11.165,0.305,g
2458088.51756,2017-12-01.0150067,bm,2.17,16.018,13.774,0.028,11.234,0.286,g
2458088.82622,2017-12-01.3236415,bi,1.46,16.334,13.838,0.022,10.586,0.215,g
2458088.82744,2017-12-01.3248589,bi,1.55,16.464,13.858,0.020,10.398,0.190,g
2458088.82865,2017-12-01.3260663,bk,1.60,16.141,13.804,0.026,10.926,0.255,g
2458088.82865,2017-12-01.3260662,bi,1.55,16.403,13.782,0.020,11.148,0.202,g
2458089.50863,2017-12-02.0059909,bm,1.65,15.723,13.776,0.037,11.208,0.374,g
2458089.50984,2017-12-02.0072013,bm,1.72,15.940,13.834,0.032,10.623,0.307,g
2458089.51106,2017-12-02.0084153,bm,1.67,16.009,13.821,0.029,10.756,0.288,g
2458090.50582,2017-12-03.0030896,bm,1.66,15.750,13.828,0.037,10.690,0.365,g
2458090.50703,2017-12-03.0043026,bm,1.52,15.749,13.917,0.041,9.846,0.365,g
2458090.50825,2017-12-03.0055178,bm,1.72,16.021,13.847,0.030,10.501,0.286,g
2458091.50647,2017-12-04.0036497,bm,1.76,15.492,13.684,0.042,12.205,0.463,g
2458091.50768,2017-12-04.0048628,bm,1.80,15.453,13.778,0.047,11.182,0.480,g
2458091.50889,2017-12-04.0060745,bm,1.76,15.564,13.896,0.047,10.039,0.433,g
2458092.03859,2017-12-04.5357293,ba,1.70,15.448,13.489,0.036,15.419,0.514,V
2458092.03985,2017-12-04.5369944,ba,1.71,15.295,13.352,0.037,17.507,0.589,V
2458092.04111,2017-12-04.5382498,ba,1.73,15.605,13.466,0.031,15.755,0.445,V
2458097.79806,2017-12-10.2947136,bi,1.44,16.495,13.846,0.019,10.511,0.185,g
2458097.79928,2017-12-10.2959361,bk,1.46,15.994,13.833,0.030,10.634,0.291,g
2458097.79928,2017-12-10.2959361,bi,1.45,16.573,13.862,0.018,10.353,0.173,g
2458097.80051,2017-12-10.2971645,bi,1.42,16.547,13.906,0.019,9.943,0.176,g
2458099.86384,2017-12-12.3603265,bi,1.58,15.498,13.851,0.048,10.455,0.461,g
2458099.86505,2017-12-12.3615384,bk,1.58,14.415,13.897,0.136,10.022,1.245,g
2458099.86505,2017-12-12.3615383,bi,1.51,14.806,13.977,0.102,9.315,0.869,g
2458100.13574,2017-12-12.6322094,ba,2.09,15.886,13.375,0.022,17.132,0.343,V
2458100.13700,2017-12-12.6334748,ba,2.16,15.589,13.370,0.028,17.211,0.449,V
2458100.13828,2017-12-12.6347525,ba,2.11,15.792,13.377,0.024,17.104,0.375,V
2458101.05659,2017-12-13.5529861,ba,1.62,16.170,13.365,0.017,17.295,0.266,V
2458101.05785,2017-12-13.5542521,ba,1.66,16.128,13.395,0.018,16.811,0.279,V
2458101.05919,2017-12-13.5555960,ba,1.62,16.119,13.401,0.019,16.732,0.283,V
2458101.79307,2017-12-14.2894118,bi,1.39,16.704,13.853,0.016,10.435,0.153,g
2458101.79428,2017-12-14.2906309,bi,1.42,16.649,13.836,0.016,10.600,0.161,g
2458101.79551,2017-12-14.2918481,bk,1.46,16.454,13.834,0.020,10.633,0.191,g
2458101.79551,2017-12-14.2918482,bi,1.41,16.645,13.853,0.017,10.440,0.162,g
2458102.07241,2017-12-14.5687350,ba,1.80,16.002,13.349,0.019,17.548,0.312,V
2458102.07369,2017-12-14.5700064,ba,1.82,16.132,13.339,0.017,17.713,0.277,V
2458102.07496,2017-12-14.5712826,ba,1.83,16.058,13.350,0.018,17.521,0.296,V
2458104.79463,2017-12-17.2907435,bi,1.66,16.563,13.739,0.016,11.604,0.175,g
2458104.79586,2017-12-17.2919875,bk,1.69,16.235,13.720,0.022,11.799,0.234,g
2458104.79587,2017-12-17.2919866,bi,1.58,16.630,13.744,0.015,11.539,0.165,g
2458104.79708,2017-12-17.2932038,bi,1.62,16.574,13.753,0.016,11.447,0.173,g
2458107.78245,2017-12-20.2783572,be,1.44,15.774,13.304,0.022,18.301,0.377,V
2458107.78384,2017-12-20.2797472,be,1.51,15.863,13.337,0.021,17.749,0.348,V
2458107.78524,2017-12-20.2811481,be,1.47,15.882,13.317,0.021,18.072,0.342,V
2458109.73237,2017-12-22.2281430,bi,1.84,16.519,13.725,0.017,11.741,0.184,g
2458109.73237,2017-12-22.2281432,bk,1.67,16.202,13.708,0.022,11.936,0.241,g
2458109.73359,2017-12-22.2293622,bi,1.74,16.530,13.794,0.018,11.025,0.182,g
2458109.73480,2017-12-22.2305806,bk,1.66,16.237,13.756,0.022,11.416,0.233,g
2458109.73481,2017-12-22.2305810,bi,1.82,16.432,13.732,0.018,11.675,0.199,g
2458110.73960,2017-12-23.2353069,bi,1.84,16.509,13.746,0.017,11.528,0.186,g
2458110.74082,2017-12-23.2365334,bk,1.67,16.297,13.711,0.020,11.903,0.221,g
2458110.74083,2017-12-23.2365341,bi,1.85,16.481,13.748,0.018,11.496,0.190,g
2458110.74204,2017-12-23.2377520,bi,1.82,16.453,13.744,0.018,11.545,0.195,g
2458110.74204,2017-12-23.2377528,bk,1.75,16.212,13.723,0.022,11.772,0.238,g
2458110.86172,2017-12-23.3574228,bq,1.53,16.581,13.747,0.016,11.515,0.170,g
2458110.86295,2017-12-23.3586556,bq,1.53,16.621,13.784,0.016,11.127,0.164,g
2458110.86417,2017-12-23.3598718,bq,1.52,16.694,13.752,0.015,11.463,0.154,g
2458111.70085,2017-12-24.1965004,bi,1.65,16.574,13.806,0.017,10.902,0.173,g
2458111.70085,2017-12-24.1964995,bk,2.03,16.183,13.741,0.023,11.578,0.245,g
2458111.70208,2017-12-24.1977262,bi,1.64,16.596,13.860,0.018,10.367,0.170,g
2458111.70208,2017-12-24.1977265,bk,2.04,16.226,13.785,0.023,11.115,0.235,g
2458111.70329,2017-12-24.1989412,bk,1.81,16.115,13.672,0.023,12.328,0.261,g
2458111.70329,2017-12-24.1989406,bi,1.69,16.603,13.748,0.016,11.497,0.169,g
2458112.70475,2017-12-25.2003325,bi,1.52,16.576,13.845,0.018,10.528,0.173,g
2458112.70597,2017-12-25.2015586,bi,1.58,16.570,13.772,0.017,11.246,0.174,g
2458112.70598,2017-12-25.2015584,bk,1.70,16.187,13.797,0.024,10.994,0.244,g
2458112.70719,2017-12-25.2027743,bk,1.68,16.302,13.748,0.021,11.496,0.219,g
2458112.70719,2017-12-25.2027744,bi,1.58,16.594,13.768,0.016,11.294,0.171,g
2458112.85877,2017-12-25.3543449,bq,1.55,16.598,13.762,0.016,11.362,0.168,g
2458112.85999,2017-12-25.3555613,bq,1.57,16.614,13.773,0.016,11.244,0.165,g
2458112.86121,2017-12-25.3567837,bq,1.59,16.670,13.775,0.015,11.230,0.157,g
2458113.71290,2017-12-26.2084278,bi,1.62,16.587,13.812,0.017,10.850,0.171,g
2458113.71290,2017-12-26.2084273,bk,1.73,16.307,13.781,0.021,11.157,0.219,g
2458113.86695,2017-12-26.3624660,bq,1.56,16.624,13.787,0.016,11.098,0.164,g
2458113.86817,2017-12-26.3636865,bq,1.57,16.638,13.780,0.016,11.168,0.162,g
2458113.86939,2017-12-26.3649013,bq,1.54,16.641,13.811,0.016,10.852,0.161,g
2458114.70928,2017-12-27.2047465,bi,1.61,16.506,13.819,0.018,10.778,0.184,g
2458114.70928,2017-12-27.2047469,bk,2.01,16.068,13.788,0.027,11.088,0.272,g
2458114.71051,2017-12-27.2059787,bi,1.76,16.377,13.780,0.020,11.175,0.207,g
2458114.71051,2017-12-27.2059777,bk,2.07,16.186,13.792,0.024,11.040,0.244,g
2458114.71174,2017-12-27.2072078,bi,1.74,16.419,13.799,0.020,10.977,0.199,g
2458114.71175,2017-12-27.2072076,bk,2.07,16.019,13.784,0.028,11.131,0.285,g
2458114.73153,2017-12-27.2269973,bq,1.55,15.352,13.803,0.053,10.941,0.528,g
2458114.73277,2017-12-27.2282386,bq,1.50,14.354,13.959,0.153,9.476,1.321,g
2458114.73400,2017-12-27.2294607,bq,1.46,99.990,99.990,99.990,99.990,99.990,g
2458115.68643,2017-12-28.1818413,bi,1.58,16.316,13.825,0.022,10.715,0.218,g
2458115.68644,2017-12-28.1818416,bk,1.50,15.979,13.824,0.030,10.721,0.296,g
2458115.68765,2017-12-28.1830627,bi,1.65,16.309,13.847,0.023,10.494,0.220,g
2458115.68766,2017-12-28.1830627,bk,1.48,16.000,13.767,0.028,11.311,0.290,g
2458115.68887,2017-12-28.1842752,bi,1.61,16.164,13.851,0.026,10.465,0.250,g
2458115.68887,2017-12-28.1842753,bk,1.45,16.022,13.835,0.029,10.622,0.284,g
2458116.43393,2017-12-28.9292910,bm,1.76,16.210,13.850,0.025,10.473,0.239,g
2458116.43514,2017-12-28.9304984,bm,1.72,16.191,13.795,0.024,11.013,0.244,g
2458116.43636,2017-12-28.9317145,bm,1.74,16.192,13.819,0.025,10.773,0.243,g
2458116.68374,2017-12-29.1790887,bi,1.78,16.305,13.835,0.023,10.616,0.221,g
2458116.68375,2017-12-29.1790884,bk,1.56,15.823,13.797,0.034,10.992,0.341,g
2458116.68496,2017-12-29.1803037,bk,1.64,15.662,13.862,0.042,10.357,0.395,g
2458116.68496,2017-12-29.1803039,bi,1.74,16.060,13.780,0.027,11.167,0.276,g
2458116.68618,2017-12-29.1815238,bi,1.72,16.057,13.820,0.028,10.765,0.276,g
2458116.68618,2017-12-29.1815243,bk,1.57,15.897,13.842,0.033,10.550,0.319,g
2458117.01450,2017-12-29.5098307,ba,1.67,15.754,13.391,0.025,16.881,0.388,V
2458117.01610,2017-12-29.5114336,ba,1.65,15.883,13.374,0.022,17.154,0.346,V
2458117.01764,2017-12-29.5129708,ba,1.67,15.934,13.359,0.020,17.396,0.331,V
2458117.42854,2017-12-29.9238473,bm,1.74,15.778,13.616,0.035,12.988,0.415,g
2458117.42975,2017-12-29.9250577,bm,1.76,15.539,13.846,0.046,10.517,0.447,g
2458117.43098,2017-12-29.9262853,bm,1.83,15.097,13.728,0.064,11.720,0.687,g
2458117.84553,2017-12-30.3408143,be,1.44,15.849,13.402,0.023,16.714,0.352,V
2458117.84692,2017-12-30.3421980,be,1.43,15.901,13.421,0.022,16.424,0.336,V
2458117.84832,2017-12-30.3435979,be,1.45,15.889,13.413,0.022,16.548,0.340,V
2458118.87212,2017-12-31.3673547,ba,1.78,15.081,13.408,0.048,16.618,0.720,V
2458118.87355,2017-12-31.3687754,ba,1.81,15.009,13.498,0.055,15.309,0.766,V
2458118.87488,2017-12-31.3701086,ba,1.88,14.885,13.378,0.055,17.079,0.858,V
2458119.69581,2018-01-01.1909979,bi,1.58,15.670,13.944,0.045,9.606,0.393,g
2458119.69582,2018-01-01.1909971,bk,2.04,15.193,13.821,0.062,10.751,0.609,g
2458119.69704,2018-01-01.1922230,bi,1.67,15.675,13.883,0.042,10.164,0.392,g
2458119.69826,2018-01-01.1934484,bk,2.06,15.194,13.866,0.065,10.323,0.608,g
2458119.69827,2018-01-01.1934483,bi,1.61,15.644,13.907,0.044,9.939,0.403,g
2458119.99969,2018-01-01.4948599,ba,1.73,15.367,13.471,0.038,15.675,0.551,V
2458120.00107,2018-01-01.4962376,ba,1.72,15.658,13.460,0.029,15.840,0.424,V
2458120.00251,2018-01-01.4976766,ba,1.78,15.305,13.449,0.040,16.009,0.585,V
2458120.77185,2018-01-02.2669771,bq,1.78,15.535,13.957,0.051,9.491,0.444,g
2458120.77307,2018-01-02.2681947,bq,1.86,15.441,13.840,0.050,10.568,0.485,g
2458120.77429,2018-01-02.2694135,bq,1.96,15.589,13.902,0.046,9.989,0.423,g
2458124.73572,2018-01-06.2306609,bk,1.54,15.766,13.902,0.039,9.986,0.360,g
2458124.73573,2018-01-06.2306614,bi,1.45,16.261,13.953,0.026,9.522,0.229,g
2458124.73694,2018-01-06.2318755,bi,1.49,16.302,13.915,0.024,9.866,0.220,g
2458124.73816,2018-01-06.2330965,bi,1.44,16.286,13.860,0.023,10.376,0.224,g
2458124.73816,2018-01-06.2330973,bk,1.54,15.889,13.876,0.034,10.226,0.321,g
2458124.80031,2018-01-06.2952434,bq,1.54,16.300,13.829,0.023,10.671,0.220,g
2458124.80154,2018-01-06.2964726,bq,1.56,16.261,13.852,0.024,10.447,0.228,g
2458124.80276,2018-01-06.2976878,bq,1.55,16.213,13.870,0.025,10.274,0.238,g
