HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458222.63327,2018-04-14.1314913,bi,1.50,16.405,13.755,0.019,11.421,0.202,g
2458222.63327,2018-04-14.1314916,bk,1.43,16.238,13.717,0.021,11.844,0.234,g
2458222.63450,2018-04-14.1327181,bi,1.52,16.420,13.770,0.019,11.271,0.200,g
2458222.63450,2018-04-14.1327185,bk,1.46,16.006,13.716,0.027,11.842,0.289,g
2458222.63571,2018-04-14.1339359,bi,1.52,16.429,13.782,0.019,11.154,0.199,g
2458222.63572,2018-04-14.1339358,bk,1.44,16.085,13.780,0.026,11.172,0.269,g
2458223.62648,2018-04-15.1247891,bi,1.44,16.430,13.717,0.018,11.840,0.198,g
2458223.62769,2018-04-15.1260028,bi,1.44,16.493,13.733,0.017,11.667,0.187,g
2458223.62769,2018-04-15.1260024,bk,1.48,16.298,13.759,0.021,11.385,0.221,g
2458223.62891,2018-04-15.1272231,bk,1.46,16.078,13.691,0.024,12.117,0.271,g
2458223.62891,2018-04-15.1272226,bi,1.39,16.480,13.762,0.018,11.360,0.188,g
2458224.62698,2018-04-16.1253866,bk,1.66,16.006,13.687,0.026,12.161,0.289,g
2458224.62698,2018-04-16.1253866,bi,1.47,16.428,13.783,0.019,11.141,0.197,g
2458224.62820,2018-04-16.1266064,bi,1.47,16.386,13.771,0.020,11.266,0.205,g
2458224.62820,2018-04-16.1266056,bk,1.59,16.054,13.698,0.025,12.045,0.277,g
2458224.62942,2018-04-16.1278216,bi,1.52,16.489,13.714,0.017,11.875,0.187,g
2458224.62942,2018-04-16.1278218,bk,1.63,16.006,13.742,0.027,11.563,0.289,g
2458225.62843,2018-04-17.1269320,bi,1.44,16.384,13.757,0.019,11.409,0.206,g
2458225.62965,2018-04-17.1281603,bk,1.53,16.055,13.708,0.025,11.932,0.277,g
2458225.62966,2018-04-17.1281599,bi,1.44,16.429,13.742,0.018,11.567,0.198,g
2458225.63089,2018-04-17.1293910,bi,1.40,16.482,13.784,0.018,11.129,0.189,g
2458226.62020,2018-04-18.1187962,bi,1.53,16.508,13.766,0.017,11.318,0.184,g
2458226.62142,2018-04-18.1200081,bi,1.70,16.386,13.716,0.019,11.844,0.205,g
2458226.62263,2018-04-18.1212265,bk,1.64,15.988,13.679,0.026,12.258,0.293,g
2458226.62263,2018-04-18.1212265,bi,1.61,16.421,13.740,0.018,11.594,0.198,g
2458227.61577,2018-04-19.1144509,bi,1.54,16.438,13.796,0.019,11.002,0.197,g
2458227.61698,2018-04-19.1156658,bk,1.45,16.040,13.786,0.028,11.112,0.280,g
2458227.61698,2018-04-19.1156662,bi,1.49,16.452,13.750,0.018,11.479,0.195,g
2458227.61820,2018-04-19.1168820,bk,1.45,15.964,13.743,0.028,11.550,0.300,g
2458227.61820,2018-04-19.1168817,bi,1.53,16.451,13.788,0.019,11.093,0.195,g
2458228.61869,2018-04-20.1174731,bk,1.47,16.125,13.786,0.025,11.114,0.259,g
2458228.61991,2018-04-20.1186866,bk,1.51,99.990,99.990,99.990,99.990,99.990,g
2458228.62111,2018-04-20.1198972,bi,1.55,16.361,13.774,0.020,11.228,0.212,g
2458229.61793,2018-04-21.1168093,bi,1.47,16.406,13.840,0.021,10.571,0.202,g
2458229.61915,2018-04-21.1180255,bi,1.48,16.349,13.793,0.021,11.034,0.213,g
2458229.61915,2018-04-21.1180259,bk,1.42,16.083,13.802,0.027,10.941,0.269,g
2458235.58381,2018-04-27.0832680,bi,1.45,15.664,13.875,0.042,10.232,0.395,g
2458235.58503,2018-04-27.0844886,bi,1.51,15.627,13.825,0.042,10.715,0.409,g
2458235.58504,2018-04-27.0844895,bk,1.64,15.214,13.920,0.067,9.821,0.598,g
2458235.58624,2018-04-27.0857056,bi,1.44,15.599,13.894,0.046,10.054,0.419,g
2458235.58625,2018-04-27.0857055,bk,1.55,15.298,13.899,0.061,10.018,0.553,g
2458236.57480,2018-04-28.0743569,bi,1.49,15.706,13.889,0.041,10.105,0.381,g
2458236.57602,2018-04-28.0755704,bk,1.54,15.361,13.875,0.056,10.236,0.524,g
2458236.57602,2018-04-28.0755699,bi,1.45,15.606,13.918,0.046,9.835,0.418,g
2458236.57723,2018-04-28.0767898,bi,1.47,15.558,13.940,0.049,9.643,0.435,g
2458236.57723,2018-04-28.0767891,bk,1.63,15.015,13.777,0.070,11.207,0.718,g
2458238.57749,2018-04-30.0772420,bk,1.60,15.073,13.973,0.080,9.351,0.680,g
2458238.57749,2018-04-30.0772422,bi,1.55,15.465,13.844,0.049,10.531,0.474,g
2458238.57870,2018-04-30.0784596,bk,1.55,15.240,13.854,0.061,10.435,0.583,g
2458238.57871,2018-04-30.0784585,bi,1.59,15.590,13.929,0.048,9.733,0.423,g
2458238.57993,2018-04-30.0796822,bi,1.52,15.773,13.935,0.040,9.687,0.358,g
2458239.31306,2018-04-30.8128824,bm,1.57,15.992,13.921,0.033,9.805,0.293,g
2458239.31428,2018-04-30.8141001,bm,1.60,15.855,13.927,0.037,9.754,0.332,g
2458239.31549,2018-04-30.8153083,bm,1.55,15.905,13.929,0.036,9.737,0.317,g
2458241.31612,2018-05-02.8161446,bm,1.61,15.923,13.901,0.034,9.988,0.312,g
2458241.31734,2018-05-02.8173613,bm,1.65,15.921,13.935,0.035,9.684,0.313,g
2458241.31855,2018-05-02.8185709,bm,1.60,15.973,13.885,0.032,10.134,0.298,g
2458241.54194,2018-05-03.0419872,bk,1.41,15.759,13.895,0.039,10.048,0.362,g
2458241.54195,2018-05-03.0419871,bi,1.56,16.189,13.914,0.027,9.873,0.246,g
2458241.54316,2018-05-03.0432026,bi,1.64,16.113,13.913,0.029,9.883,0.263,g
2458241.54438,2018-05-03.0444211,bi,1.61,16.100,13.925,0.030,9.767,0.266,g
2458241.54438,2018-05-03.0444210,bk,1.44,15.808,13.996,0.041,9.157,0.346,g
2458242.50804,2018-05-04.0081798,bi,1.41,16.501,13.877,0.020,10.211,0.184,g
2458242.50804,2018-05-04.0081795,bk,1.44,16.144,13.915,0.028,9.865,0.254,g
2458242.50925,2018-05-04.0093962,bi,1.39,16.686,13.961,0.018,9.455,0.156,g
2458242.51047,2018-05-04.0106137,bi,1.38,16.587,13.883,0.018,10.160,0.170,g
2458243.48824,2018-05-04.9884768,bi,1.46,16.650,13.874,0.017,10.249,0.160,g
2458243.48946,2018-05-04.9896988,bi,1.40,16.511,13.867,0.019,10.310,0.182,g
2458243.49068,2018-05-04.9909150,bi,1.42,16.568,13.912,0.019,9.887,0.173,g
2458243.49068,2018-05-04.9909153,bk,1.44,16.079,13.837,0.028,10.598,0.270,g
2458245.65664,2018-05-07.1570837,bq,1.51,16.423,13.774,0.019,11.231,0.197,g
2458245.65786,2018-05-07.1583026,bq,1.51,16.490,13.750,0.018,11.481,0.185,g
2458245.65907,2018-05-07.1595192,bq,1.49,16.367,13.802,0.021,10.945,0.207,g
2458249.54489,2018-05-11.0457194,bi,1.50,16.362,13.756,0.020,11.424,0.211,g
2458249.54611,2018-05-11.0469326,bk,1.45,16.091,13.814,0.027,10.832,0.268,g
2458249.54611,2018-05-11.0469322,bi,1.51,16.440,13.776,0.019,11.208,0.196,g
2458249.54733,2018-05-11.0481498,bk,1.42,15.949,13.774,0.030,11.230,0.305,g
2458249.54733,2018-05-11.04815,bi,1.52,16.455,13.743,0.018,11.561,0.194,g
2458250.54429,2018-05-12.0452146,bi,1.38,16.489,13.809,0.019,10.872,0.187,g
2458250.54551,2018-05-12.0464298,bi,1.36,16.521,13.806,0.018,10.903,0.181,g
2458250.54551,2018-05-12.0464303,bk,1.60,16.036,13.741,0.026,11.585,0.281,g
2458250.54673,2018-05-12.0476486,bi,1.42,16.500,13.821,0.019,10.758,0.185,g
2458251.20903,2018-05-12.7100189,bm,1.48,16.552,13.779,0.017,11.184,0.175,g
2458251.21024,2018-05-12.7112251,bm,1.47,16.615,13.787,0.016,11.100,0.166,g
2458251.21144,2018-05-12.7124287,bm,1.52,16.534,13.783,0.017,11.136,0.178,g
2458251.49164,2018-05-12.9926578,bi,1.39,16.555,13.808,0.017,10.884,0.176,g
2458251.49287,2018-05-12.9938851,bk,1.71,16.074,13.731,0.025,11.692,0.271,g
2458253.53157,2018-05-15.0327783,bi,1.45,16.473,13.849,0.019,10.489,0.190,g
2458253.53157,2018-05-15.0327784,bk,1.55,16.173,13.825,0.025,10.719,0.248,g
2458253.53278,2018-05-15.0339956,bi,1.39,16.505,13.798,0.018,10.981,0.184,g
2458253.53279,2018-05-15.0339959,bk,1.54,16.117,13.749,0.025,11.486,0.261,g
2458253.53400,2018-05-15.0352152,bi,1.40,16.491,13.837,0.019,10.596,0.187,g
2458254.52748,2018-05-16.0287813,bi,1.37,16.288,13.848,0.023,10.492,0.224,g
2458254.52869,2018-05-16.0299944,bi,1.37,16.413,13.768,0.019,11.291,0.200,g
2458254.52869,2018-05-16.0299937,bk,1.62,16.029,13.750,0.027,11.473,0.283,g
2458254.52991,2018-05-16.0312109,bi,1.43,16.351,13.781,0.021,11.162,0.212,g
2458254.52991,2018-05-16.0312109,bk,1.66,15.989,13.835,0.030,10.615,0.294,g
2458255.52351,2018-05-17.0249081,bi,1.42,16.592,13.826,0.017,10.713,0.170,g
2458255.52473,2018-05-17.0261312,bi,1.41,16.484,13.819,0.019,10.778,0.188,g
2458255.52595,2018-05-17.0273509,bi,1.38,16.464,13.829,0.019,10.678,0.191,g
2458255.52595,2018-05-17.0273509,bk,1.54,16.056,13.728,0.026,11.715,0.276,g
2458256.52258,2018-05-18.0240771,bi,1.48,16.473,13.813,0.019,10.839,0.190,g
2458256.52258,2018-05-18.0240777,bk,1.52,16.022,13.823,0.029,10.741,0.284,g
2458256.52380,2018-05-18.0252987,bk,1.47,16.028,13.801,0.028,10.956,0.283,g
2458256.52381,2018-05-18.0252993,bi,1.55,16.483,13.795,0.018,11.020,0.189,g
2458256.52502,2018-05-18.0265134,bk,1.46,16.002,13.798,0.029,10.988,0.292,g
2458256.52502,2018-05-18.0265130,bi,1.52,16.380,13.796,0.021,11.000,0.210,g
2458257.50746,2018-05-19.0090466,bk,1.48,16.246,13.805,0.023,10.920,0.232,g
2458257.50746,2018-05-19.0090466,bi,1.51,16.449,13.846,0.020,10.513,0.194,g
2458257.50868,2018-05-19.0102629,bk,1.48,16.036,13.763,0.027,11.349,0.281,g
2458257.50868,2018-05-19.0102629,bi,1.53,16.470,13.809,0.019,10.868,0.191,g
2458257.50989,2018-05-19.0114828,bi,1.53,16.484,13.794,0.018,11.023,0.188,g
2458261.47585,2018-05-22.9778100,bi,1.42,16.219,13.881,0.025,10.174,0.238,g
2458261.47707,2018-05-22.9790256,bk,1.67,15.814,13.752,0.033,11.457,0.344,g
2458261.47707,2018-05-22.9790261,bi,1.41,16.321,13.991,0.026,9.198,0.216,g
2458261.47828,2018-05-22.9802424,bi,1.41,16.153,13.842,0.026,10.541,0.253,g
2458262.24715,2018-05-23.7491788,bm,1.53,15.504,13.749,0.048,11.501,0.497,g
2458262.48691,2018-05-23.9889650,bi,1.42,16.139,13.907,0.028,9.938,0.256,g
2458262.48812,2018-05-23.9901798,bk,1.59,15.641,13.828,0.041,10.684,0.403,g
2458262.48813,2018-05-23.9901789,bi,1.42,16.125,13.896,0.028,10.039,0.260,g
2458262.48934,2018-05-23.9913974,bk,1.55,15.679,13.982,0.046,9.273,0.389,g
2458262.48934,2018-05-23.9913974,bi,1.47,16.061,13.878,0.029,10.202,0.275,g
2458263.49792,2018-05-25.7708333,bi,1.45,16.164,13.863,0.026,10.342,0.250,g
2458263.49915,2018-05-25.0012902,bi,1.41,16.183,13.976,0.029,9.329,0.245,g
2458263.50036,2018-05-25.0025081,bi,1.44,15.982,13.984,0.035,9.259,0.296,g
2458263.50036,2018-05-25.0025078,bk,1.60,15.628,13.860,0.043,10.382,0.409,g
2458264.50110,2018-05-26.0033450,bk,1.70,15.313,13.940,0.062,9.631,0.545,g
2458264.50111,2018-05-26.0033452,bi,1.42,15.893,13.919,0.036,9.830,0.320,g
2458264.50232,2018-05-26.0045613,bk,1.74,15.442,13.980,0.057,9.290,0.485,g
2458264.50233,2018-05-26.0045614,bi,1.45,15.954,13.984,0.036,9.252,0.303,g
2458264.50354,2018-05-26.0057774,bi,1.43,15.861,13.991,0.039,9.196,0.330,g
2458265.49726,2018-05-26.9995824,bk,1.74,15.387,13.938,0.058,9.653,0.509,g
2458265.49726,2018-05-26.9995826,bi,1.46,15.961,13.992,0.036,9.186,0.301,g
2458265.49848,2018-05-27.0008020,bi,1.50,15.918,13.824,0.032,10.725,0.313,g
2458265.49848,2018-05-27.0008019,bk,1.64,15.340,13.867,0.057,10.308,0.532,g
2458265.49969,2018-05-27.0020157,bi,1.49,15.919,13.887,0.034,10.122,0.313,g
2458265.49969,2018-05-27.0020157,bk,1.65,15.453,13.889,0.052,10.106,0.479,g
2458266.23263,2018-05-27.7350230,bm,1.57,16.030,13.860,0.030,10.372,0.283,g
2458266.23385,2018-05-27.7362393,bm,1.61,15.924,13.865,0.033,10.329,0.311,g
2458266.23505,2018-05-27.7374466,bm,1.56,16.023,13.899,0.031,10.008,0.284,g
2458266.49326,2018-05-27.9956780,bi,1.45,15.836,13.884,0.036,10.153,0.338,g
2458266.49326,2018-05-27.9956784,bk,1.58,15.373,13.961,0.060,9.446,0.516,g
2458266.49449,2018-05-27.9969063,bk,1.59,15.409,13.999,0.060,9.131,0.500,g
2458266.49449,2018-05-27.9969060,bi,1.41,15.888,13.954,0.037,9.520,0.322,g
2458266.49572,2018-05-27.9981375,bi,1.44,15.953,13.871,0.032,10.272,0.303,g
2458266.49572,2018-05-27.9981375,bk,1.63,15.364,13.916,0.058,9.854,0.521,g
2458268.24075,2018-05-29.7433174,bm,1.55,15.597,13.856,0.044,10.418,0.421,g
2458268.24197,2018-05-29.7445386,bm,1.66,15.589,13.879,0.046,10.192,0.424,g
2458268.24317,2018-05-29.7457437,bm,1.60,15.659,13.887,0.043,10.123,0.398,g
2458270.47741,2018-05-31.9801797,bi,1.63,16.445,13.777,0.020,11.201,0.197,g
2458270.47742,2018-05-31.9801795,bk,1.45,16.061,13.754,0.026,11.443,0.275,g
2458270.47863,2018-05-31.9813995,bi,1.65,16.307,13.768,0.022,11.299,0.223,g
2458270.47864,2018-05-31.9813993,bk,1.46,15.995,13.827,0.030,10.702,0.292,g
2458270.47985,2018-05-31.9826171,bi,1.62,16.354,13.755,0.020,11.429,0.213,g
2458274.46572,2018-06-04.9688162,bi,1.49,16.424,13.777,0.019,11.194,0.198,g
2458274.46572,2018-06-04.9688164,bk,1.66,16.013,13.822,0.029,10.751,0.287,g
2458274.46693,2018-06-04.9700313,bi,1.46,16.488,13.787,0.018,11.093,0.187,g
2458274.46815,2018-06-04.9712501,bi,1.42,16.469,13.827,0.019,10.698,0.190,g
2458277.18979,2018-06-07.6931182,bm,1.67,15.985,13.817,0.030,10.793,0.294,g
2458277.19131,2018-06-07.6946334,bm,1.76,15.949,13.728,0.028,11.711,0.304,g
2458277.19260,2018-06-07.6959217,bm,1.72,16.105,13.737,0.025,11.626,0.265,g
2458277.46149,2018-06-07.9648300,bi,1.60,16.391,13.794,0.020,11.029,0.203,g
2458277.46270,2018-06-07.9660487,bi,1.62,16.463,13.775,0.018,11.214,0.190,g
2458277.46392,2018-06-07.9672711,bk,2.27,15.795,13.660,0.031,12.477,0.351,g
2458277.46393,2018-06-07.9672709,bi,1.62,16.389,13.770,0.020,11.265,0.204,g
2458280.19278,2018-06-10.6963442,bm,1.54,16.254,13.828,0.023,10.680,0.230,g
2458280.19400,2018-06-10.6975623,bm,1.50,16.289,13.802,0.022,10.938,0.223,g
2458280.19521,2018-06-10.6987696,bm,1.49,16.290,13.755,0.021,11.429,0.223,g
2458281.19274,2018-06-11.6963861,bm,1.59,16.261,13.837,0.024,10.602,0.228,g
2458281.19399,2018-06-11.6976326,bm,1.60,16.073,13.779,0.027,11.180,0.272,g
2458281.19521,2018-06-11.6988511,bm,1.61,16.282,13.804,0.022,10.930,0.224,g
2458282.18908,2018-06-12.6927903,bm,1.81,15.119,13.914,0.073,9.873,0.657,g
2458282.19028,2018-06-12.6939966,bm,1.78,14.610,13.800,0.105,10.966,1.047,g
2458282.19149,2018-06-12.6952049,bm,1.77,15.166,13.806,0.065,10.904,0.641,g
2458283.18659,2018-06-13.6903763,bm,1.79,15.457,13.828,0.049,10.683,0.478,g
2458283.18782,2018-06-13.6916104,bm,1.56,15.673,13.926,0.044,9.760,0.392,g
2458379.13253,2018-09-17.6367949,ba,1.67,15.464,13.398,0.033,16.777,0.505,V
2458379.13381,2018-09-17.6380748,ba,1.68,15.426,13.437,0.035,16.178,0.523,V
2458379.13509,2018-09-17.6393496,ba,1.63,15.172,13.308,0.039,18.230,0.660,V
2458392.11201,2018-09-30.6152966,ba,1.67,15.644,13.427,0.029,16.328,0.429,V
2458392.11329,2018-09-30.6165745,ba,1.69,15.422,13.427,0.035,16.334,0.525,V
2458392.11458,2018-09-30.6178587,ba,1.67,15.521,13.479,0.033,15.569,0.480,V
2458398.98311,2018-10-07.4858074,bq,1.49,16.287,13.746,0.021,11.529,0.223,g
2458398.98437,2018-10-07.4870746,bq,1.50,16.331,13.736,0.020,11.624,0.215,g
2458398.98560,2018-10-07.4882993,bq,1.53,16.290,13.730,0.021,11.696,0.223,g
2458403.08783,2018-10-11.5901653,ba,1.68,15.947,13.407,0.021,16.638,0.328,V
2458403.08911,2018-10-11.5914438,ba,1.69,15.868,13.422,0.024,16.410,0.354,V
2458403.09039,2018-10-11.5927287,ba,1.66,15.882,13.370,0.023,17.227,0.350,V
2458407.08229,2018-10-15.5842594,ba,1.59,15.794,13.401,0.024,16.731,0.376,V
2458407.08356,2018-10-15.5855303,ba,1.58,16.030,13.446,0.021,16.063,0.305,V
2458407.08484,2018-10-15.5868020,ba,1.60,15.896,13.405,0.022,16.680,0.343,V
2458408.10406,2018-10-16.6059212,ba,1.65,15.940,13.429,0.023,16.298,0.331,V
2458408.10533,2018-10-16.6071962,ba,1.64,15.873,13.432,0.024,16.257,0.351,V
2458408.10660,2018-10-16.6084702,ba,1.67,15.938,13.405,0.021,16.667,0.330,V
2458414.05853,2018-10-22.5598341,ba,1.58,15.412,13.399,0.034,16.771,0.532,V
2458414.05981,2018-10-22.5611062,ba,1.59,15.551,13.433,0.031,16.242,0.469,V
2458414.06108,2018-10-22.5623826,ba,1.63,15.472,13.489,0.035,15.424,0.502,V
2458418.05091,2018-10-26.5518214,ba,1.61,15.367,13.323,0.033,17.982,0.554,V
2458418.05219,2018-10-26.5530966,ba,1.60,15.367,13.362,0.035,17.336,0.553,V
2458418.05346,2018-10-26.5543709,ba,1.61,15.361,13.428,0.037,16.326,0.554,V
2458419.95201,2018-10-28.4527362,bq,1.53,15.967,13.787,0.029,11.104,0.301,g
2458419.95324,2018-10-28.4539585,bq,1.49,16.298,13.758,0.021,11.393,0.222,g
2458419.95445,2018-10-28.4551714,bq,1.48,15.926,13.747,0.029,11.520,0.311,g
2458425.56900,2018-11-03.0691547,bm,1.67,99.990,99.990,99.990,99.990,99.990,g
2458425.57020,2018-11-03.0703592,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2458425.57140,2018-11-03.0715651,bm,1.66,99.990,99.990,99.990,99.990,99.990,g
2458426.98056,2018-11-04.4805777,bq,1.63,17.267,>17.267,99.990,0.121,0.090,g
2458426.98179,2018-11-04.4818150,bq,1.60,16.849,15.583,0.068,2.124,0.132,g
2458426.98301,2018-11-04.4830350,bq,1.52,17.411,>17.411,99.990,0.158,0.079,g
2458427.89321,2018-11-05.3931396,bq,1.52,16.253,13.801,0.023,10.955,0.231,g
2458427.89443,2018-11-05.3943614,bq,1.54,16.298,13.841,0.023,10.565,0.222,g
2458427.89565,2018-11-05.3955810,bq,1.53,16.399,13.813,0.020,10.835,0.202,g
2458428.94188,2018-11-06.4417027,bq,1.70,16.359,13.821,0.021,10.751,0.211,g
2458428.94310,2018-11-06.4429200,bq,1.78,16.351,13.829,0.021,10.676,0.212,g
2458428.94431,2018-11-06.4441369,bq,1.70,16.494,13.823,0.019,10.743,0.187,g
2458430.96356,2018-11-08.4631866,bq,1.50,16.482,13.855,0.019,10.425,0.188,g
2458430.96477,2018-11-08.4643967,bq,1.50,16.462,13.828,0.019,10.691,0.191,g
2458430.96601,2018-11-08.4656357,bq,1.53,16.580,13.864,0.018,10.338,0.172,g
2458434.07094,2018-11-11.5702657,ba,2.37,99.990,99.990,99.990,99.990,99.990,V
2458434.07348,2018-11-11.5727997,ba,2.36,99.990,99.990,99.990,99.990,99.990,V
2458435.04565,2018-11-12.5448723,ba,2.03,16.016,13.358,0.019,17.399,0.308,V
2458435.04693,2018-11-12.5461494,ba,2.01,15.947,13.393,0.021,16.868,0.327,V
2458435.04820,2018-11-12.5474218,ba,2.01,15.933,13.420,0.022,16.439,0.332,V
2458438.03429,2018-11-15.5332173,ba,1.73,15.684,13.389,0.026,16.928,0.415,V
2458438.03557,2018-11-15.5344973,ba,1.70,15.830,13.443,0.024,16.089,0.362,V
2458438.03686,2018-11-15.5357799,ba,1.71,15.386,13.427,0.036,16.327,0.544,V
2458438.88197,2018-11-16.3808078,bq,1.99,16.265,13.789,0.022,11.082,0.229,g
2458438.88318,2018-11-16.3820331,bq,2.04,16.392,13.743,0.019,11.548,0.205,g
2458438.88441,2018-11-16.3832538,bq,2.03,16.321,13.782,0.021,11.150,0.218,g
2458440.84443,2018-11-18.343075,bq,1.53,16.188,13.768,0.024,11.296,0.245,g
2458440.84564,2018-11-18.3442921,bq,1.53,16.174,13.845,0.026,10.519,0.248,g
2458440.84686,2018-11-18.3455097,bq,1.56,16.181,13.813,0.025,10.831,0.247,g
2458440.99391,2018-11-18.4925466,bq,1.52,16.390,13.781,0.020,11.160,0.205,g
2458440.99512,2018-11-18.4937583,bq,1.47,16.268,13.769,0.022,11.286,0.229,g
2458440.99635,2018-11-18.4949826,bq,1.47,16.322,13.805,0.022,10.910,0.217,g
2458442.83627,2018-11-20.3347385,bq,1.53,15.694,13.752,0.037,11.467,0.384,g
2458442.83749,2018-11-20.3359508,bq,1.58,15.968,13.728,0.028,11.722,0.300,g
2458442.83872,2018-11-20.3371785,bq,1.50,15.944,13.720,0.028,11.806,0.307,g
2458443.79537,2018-11-21.2937372,bE,1.62,16.109,13.743,0.025,11.562,0.263,g
2458443.79666,2018-11-21.2950278,bE,1.59,16.052,13.745,0.026,11.537,0.278,g
2458443.79792,2018-11-21.2962912,bE,1.62,16.023,13.788,0.028,11.088,0.284,g
2458445.99541,2018-11-23.4935723,ba,1.57,15.237,13.368,0.039,17.260,0.623,V
2458445.99669,2018-11-23.4948494,ba,1.61,15.231,13.241,0.035,19.391,0.628,V
2458445.99796,2018-11-23.4961210,ba,1.63,15.138,13.303,0.041,18.298,0.682,V
2458447.84686,2018-11-25.3448417,bi,1.49,15.872,13.764,0.031,11.343,0.327,g
2458447.84686,2018-11-25.3448409,bk,1.49,15.441,13.836,0.050,10.610,0.485,g
2458447.84807,2018-11-25.3460657,bi,1.49,15.777,13.813,0.036,10.833,0.356,g
2458448.86649,2018-11-26.3643826,bq,1.53,15.744,13.757,0.035,11.410,0.368,g
2458448.86772,2018-11-26.3656079,bq,1.49,15.822,13.845,0.036,10.521,0.342,g
2458448.86892,2018-11-26.3668240,bq,1.54,16.032,13.783,0.028,11.137,0.283,g
2458452.59495,2018-11-30.0925021,bm,1.56,16.173,13.867,0.026,10.310,0.248,g
2458452.59616,2018-11-30.0937178,bm,1.60,16.156,13.918,0.028,9.833,0.251,g
2458452.59739,2018-11-30.0949510,bm,1.60,16.074,13.897,0.030,10.028,0.271,g
2458453.58098,2018-12-01.0784393,bm,1.47,16.393,13.858,0.021,10.398,0.202,g
2458453.58219,2018-12-01.0796502,bm,1.48,16.514,13.910,0.020,9.911,0.181,g
2458453.58340,2018-12-01.0808603,bm,1.49,16.524,13.978,0.021,9.306,0.180,g
2458454.88377,2018-12-02.3811189,bq,1.55,16.463,13.892,0.020,10.077,0.190,g
2458454.88499,2018-12-02.3823361,bq,1.56,16.515,13.856,0.019,10.414,0.182,g
2458454.88621,2018-12-02.3835519,bq,1.53,16.461,13.875,0.020,10.240,0.191,g
2458455.95361,2018-12-03.4508662,bq,1.45,15.921,13.878,0.033,10.208,0.312,g
2458455.95482,2018-12-03.4520759,bq,1.46,15.877,13.875,0.035,10.234,0.326,g
2458455.95605,2018-12-03.4533023,bq,1.48,15.926,13.843,0.032,10.533,0.312,g
2458456.96834,2018-12-04.4655032,bq,1.48,16.563,13.847,0.018,10.501,0.175,g
2458456.96957,2018-12-04.4667284,bq,1.46,16.566,13.879,0.018,10.201,0.174,g
2458456.97077,2018-12-04.4679442,bq,1.46,16.593,13.836,0.017,10.605,0.170,g
2458459.80715,2018-12-07.3040699,bE,1.42,16.580,13.856,0.018,10.411,0.171,g
2458459.80842,2018-12-07.3053452,bE,1.48,16.592,13.851,0.018,10.468,0.169,g
2458459.80970,2018-12-07.3066194,bE,1.49,16.536,13.905,0.019,9.953,0.178,g
2458461.79736,2018-12-09.2941297,bi,1.54,16.356,13.898,0.023,10.024,0.211,g
2458461.79736,2018-12-09.2941298,bk,1.42,16.156,13.881,0.027,10.173,0.251,g
2458461.79858,2018-12-09.2953478,bi,1.53,16.417,13.839,0.020,10.576,0.199,g
2458461.79982,2018-12-09.2965790,bk,1.43,16.211,13.929,0.027,9.737,0.238,g
2458462.79422,2018-12-10.2908914,bi,1.56,16.411,13.888,0.021,10.107,0.200,g
2458462.79542,2018-12-10.2921015,bk,1.48,16.014,13.866,0.030,10.322,0.286,g
2458462.79543,2018-12-10.2921021,bi,1.58,16.427,13.723,0.018,11.771,0.199,g
2458462.79664,2018-12-10.2933204,bi,1.57,16.480,13.827,0.019,10.700,0.188,g
2458463.79880,2018-12-11.2954056,bk,1.49,16.155,13.843,0.026,10.538,0.251,g
2458463.79881,2018-12-11.2954054,bi,1.38,16.415,13.829,0.020,10.668,0.199,g
2458463.80003,2018-12-11.2966270,bi,1.38,16.462,13.822,0.019,10.744,0.191,g
2458463.80124,2018-12-11.2978394,bi,1.39,16.519,13.810,0.018,10.867,0.181,g
2458464.76937,2018-12-12.2658883,bi,1.44,16.522,13.777,0.017,11.190,0.181,g
2458464.77058,2018-12-12.2671100,bi,1.44,16.561,13.843,0.018,10.541,0.174,g
2458464.77058,2018-12-12.2671103,bk,1.48,99.990,99.990,99.990,99.990,99.990,g
2458464.77180,2018-12-12.2683266,bi,1.46,16.432,13.770,0.019,11.274,0.196,g
2458464.77180,2018-12-12.2683269,bk,1.46,16.102,13.771,0.026,11.260,0.264,g
2458467.71894,2018-12-15.2152368,bi,1.45,16.354,13.714,0.019,11.863,0.210,g
2458467.72016,2018-12-15.2164513,bi,1.37,16.431,13.785,0.019,11.111,0.196,g
2458467.72138,2018-12-15.2176738,bk,1.43,16.072,13.711,0.025,11.903,0.272,g
2458467.72139,2018-12-15.2176739,bi,1.41,16.431,13.705,0.018,11.970,0.196,g
2458472.88979,2018-12-20.3857048,bA,2.03,15.747,13.872,0.039,10.259,0.366,g
2458472.89107,2018-12-20.3869840,bA,2.00,15.779,13.884,0.038,10.154,0.356,g
2458472.89235,2018-12-20.3882608,bA,2.00,15.754,13.854,0.038,10.438,0.364,g
2458473.10308,2018-12-20.5989827,bA,1.70,16.438,13.873,0.021,10.249,0.195,g
2458473.10435,2018-12-20.6002495,bA,1.75,16.318,13.809,0.022,10.873,0.218,g
2458473.10562,2018-12-20.6015234,bA,1.65,16.273,13.860,0.024,10.378,0.226,g
2458473.46469,2018-12-20.9605701,bm,1.53,15.871,13.859,0.034,10.394,0.327,g
