data,wl,model_comp05,model_cool05,model_hot05,model_comp50,model_cool50,model_hot50,model_comp95,model_cool95,model_hot95
0.25449167036022274,16670.42489070384,0.23888891664548495,0.019090475952884482,0.21979844069260523,0.2389426145299326,0.08634599576387748,0.15259661876605993,0.24001133890987314,0.11002792848144308,0.1299834104284349
0.2504682920193523,16670.54592580277,0.23907173465585613,0.019078199531166122,0.21999353512469474,0.23909458076536838,0.08635742634478968,0.15273715442058353,0.24009847986128163,0.11000836836376257,0.13009011149752386
0.24450623591415258,16670.666944601082,0.2392246394177763,0.019054009885248042,0.22017062953253302,0.23931616993240892,0.08635787260226473,0.15295829733014904,0.2401039271979024,0.10992296114368574,0.13018096605422147
0.2468615068514618,16670.787947104393,0.2394179369261322,0.01902448314433264,0.22039345378180428,0.23950981765319623,0.08630375312663895,0.15320606452656213,0.24005647267752334,0.10978388588611869,0.13027258679140946
0.2449523201800635,16670.908933318307,0.2396609901092106,0.01899184265051453,0.2206691474587008,0.23954753232244755,0.0861674351676275,0.1533800971548249,0.24000755099840201,0.10962002804753392,0.13038752295087291
0.24238864781307423,16671.029903248425,0.23979385513170595,0.01894633317196125,0.22084752195974944,0.2393822123202201,0.08595067402562154,0.15343153829460343,0.23990687402180771,0.10941537164480164,0.1304915023770109
0.24593878363098529,16671.150856900356,0.2396846632934276,0.018880450924242467,0.22080421236918987,0.2389793694642531,0.0856519204170796,0.15332744904717835,0.2396141286141737,0.1091129917683232,0.1305011368458553
0.2572668707425431,16671.271794279717,0.2393636743678461,0.018797335565250987,0.22056633880259985,0.2383686838585079,0.08528475487991166,0.15308392897860104,0.23909317041349548,0.10870407522931691,0.13038909518418335
0.2498735582321242,16671.392715392096,0.23884449081395204,0.01869869347853026,0.22014579733542647,0.237735898365515,0.08490911441980686,0.15282678394571295,0.23843742711394783,0.1082339181840386,0.130203508929914
0.2425997591122731,16671.513620243113,0.23792393898034545,0.018573608789146042,0.2193503301912041,0.23717383907338035,0.08455457501914727,0.15261926405423787,0.23764406771774688,0.10770606630001764,0.129938001417734
0.23692102141742036,16671.634508838368,0.23637817243845927,0.018402844939852718,0.2179753274986112,0.23631554032352473,0.08410709815864009,0.1522084421648894,0.23645735041259866,0.10702052351390917,0.12943682689869423
0.22251521681542225,16671.755381183477,0.2339417372981547,0.01814224228153671,0.2157994950166226,0.23454089739173745,0.08334944077916642,0.15119145661257577,0.23449328464791316,0.10597492839799745,0.12851835624992042
0.22813472970957197,16671.87623728404,0.23018112286507791,0.017752309247031518,0.2124288136180509,0.23122525744684086,0.08195754250783971,0.1492677149390058,0.23121132977164627,0.10425507209663798,0.12695625767501292
0.22234737298801127,16671.997077145676,0.22492548355159273,0.017249003306102604,0.20767648024549454,0.22577225201149065,0.07970259376015479,0.1460696582513404,0.22624791147106108,0.1017071920589793,0.12454071941208632
0.21317607598764604,16672.117900773985,0.21874708151155473,0.016714657135544025,0.20203242437601499,0.21836747961446115,0.0768088677487617,0.14155861186570387,0.2199340668237933,0.09860046007478268,0.12133360674901504
0.2132210781630019,16672.238708174587,0.2129712945735742,0.016253092749548108,0.19671820182403024,0.21039352387024987,0.07390716008343227,0.13648636378682183,0.2134280166341166,0.09554685086985866,0.11788116576426222
0.22317685732963077,16672.359499353086,0.20885396483104562,0.015939455163667838,0.19291450966738188,0.2038799723040647,0.07167758329076676,0.13220238901330206,0.20813853268692448,0.0931333856378844,0.11500514704904426
0.19977710350030653,16672.480274315098,0.20723067086833089,0.015825272751247614,0.19140539811708732,0.20075301303904902,0.07067656506684147,0.13007644797221157,0.2050788380068121,0.09175447546596964,0.11332436254084659
0.2030092942923797,16672.60103306622,0.2087858612431,0.01594833610742895,0.19283752513567515,0.20227138588749272,0.07119088070462214,0.13108050518287465,0.20503997156932396,0.0917297888378027,0.11331018273152539
0.20678739819721706,16672.72177561209,0.2132585751907732,0.01628506871076569,0.1969735064800117,0.20796860302207149,0.07298529963511435,0.13498330338696132,0.2083489146938272,0.09316621357106493,0.11518270112276645
0.2153224508844711,16672.842501958305,0.21909075087849686,0.016755206101421703,0.20233554477707943,0.21564799463670592,0.0756280850479968,0.14001990958871346,0.21393049396467645,0.09567833577528974,0.11825215818939101
0.23812554179322348,16672.963212110473,0.2248657366980312,0.017289323289624157,0.20757641340841146,0.2231526821268912,0.07855016518620855,0.14460251694068715,0.22034159611619647,0.09879615955163518,0.12154543656456572
0.24509058748732926,16673.08390607422,0.22974287117682574,0.017786423946900807,0.21195644722992946,0.22922543210253055,0.0811494694086767,0.14807596269385848,0.2264150139115664,0.10193214200918542,0.12448287190238554
0.2393854463590659,16673.204583855146,0.23326922193599076,0.018168421506912946,0.2151008004290824,0.23335872110130856,0.08303164552851772,0.15032707557279554,0.2312452893729765,0.1044958987561437,0.12674939061683743
0.22987771373968188,16673.325245458873,0.2353807789112975,0.01842006263825282,0.2169607162730493,0.2355956017151592,0.08412896752107768,0.1514666341940863,0.23442873521104435,0.10623027677140758,0.12819845843964145
0.24483183689864849,16673.44589089102,0.2363414508241311,0.018570558061977913,0.21777089276215786,0.23638054578566725,0.08461167585137415,0.1517688699342979,0.23614466899802544,0.10723619486879402,0.12890847412923614
0.2474585594785171,16673.566520157197,0.23657751839065455,0.018657294784425314,0.21792022360623392,0.23625256650684345,0.08471189543531205,0.15154067107153618,0.23687498761756626,0.10775785624726632,0.12911713137030467
0.24980397453006514,16673.68713326302,0.23645316126913676,0.018709339306458808,0.21774382196268263,0.23568531607150353,0.08463907793948405,0.15104623813202425,0.23704058138949818,0.10800264802431406,0.12903793336518887
0.2422367371040325,16673.80773021411,0.23633270275604254,0.018748121726535002,0.2175845810295122,0.2352723419312076,0.08460269314115856,0.15066964879005382,0.23698911532911573,0.1081313910901713,0.1288577242389492
0.24440173047266672,16673.928311016083,0.23657966530171054,0.01878812741589648,0.21779153788581876,0.2355194933176506,0.08475880993497188,0.15076068338268347,0.2371410827531047,0.1082925854431153,0.12884849730999415
0.23884230184480296,16674.04887567454,0.23725832628147575,0.018838993979017032,0.21841933230246344,0.2364695213404276,0.08512621355163447,0.15134330778879793,0.23769427743711258,0.10856151231798909,0.12913276511912827
0.24223945437051864,16674.169424195126,0.23829142456535768,0.018907310442175355,0.21938411412318704,0.23782204912551488,0.08560939542954743,0.15221265369597228,0.2385976197777282,0.10895413833484723,0.12964348144288573
0.20647581450201283,16674.289956583438,0.23951667119112918,0.018987781352555272,0.22052888983857863,0.23919166758054852,0.08607351714479493,0.15311815043575844,0.23973401743042547,0.10944414442104795,0.13028987300938233
0.21274413554443483,16674.410472845102,0.2406934645842925,0.019063298061994593,0.2216301665223027,0.24028417018092627,0.0864189118392667,0.15386525834166442,0.2408886506045208,0.1099352146920403,0.13095343591248534
0.2460591168301059,16674.530972985733,0.24164543272212946,0.01912149077902925,0.22252394194310499,0.24105482739698966,0.0866338503850741,0.15442097701192045,0.24184792984613776,0.11033204004917875,0.13151588979696385
0.2428257600895823,16674.651457010965,0.2423490479138042,0.019161606422857823,0.22318744149095118,0.24162297038088135,0.08676806814117234,0.1548549022397139,0.24254907800672437,0.11061018123409282,0.13193889677263643
0.23991505742211522,16674.771924926394,0.24283538497350612,0.019188164640005115,0.22364722033350581,0.2420310945472841,0.0868628935277228,0.1551682010195662,0.24305280685150987,0.11080235246561891,0.13225045438589583
0.2475879047525661,16674.892376737665,0.24307215623271053,0.01920380260747483,0.2238683536252405,0.24221345849141684,0.08693389763373337,0.15527956085768838,0.24337978161319176,0.11093307431615602,0.13244670729704064
0.2443965409809707,16675.01281245038,0.24313415803267163,0.019213648148442897,0.22392050988423354,0.2422265356470304,0.08700143707491816,0.15522509857211714,0.24350864930687585,0.11101091970175199,0.13249772960512876
0.24571361640988465,16675.133232070173,0.24318952725078094,0.019218899127076954,0.2239706281237088,0.24226563735831771,0.08706981832157105,0.15519581903675156,0.2435614778389172,0.11106010346867744,0.13250137437024467
0.24734395365666556,16675.253635602658,0.24327287027070654,0.01921677413805553,0.2240560961326558,0.24235018232360117,0.08709211521135311,0.15525806711225298,0.24360387300666936,0.11106729172827208,0.13253658127840218
0.2501666397951244,16675.374023053457,0.24335348063715442,0.019208550655934395,0.22414492998122484,0.24235306994092784,0.08703687650841171,0.15531619343252104,0.24361040405686923,0.11102247346513502,0.13258793059173912
0.24367088422746702,16675.4943944282,0.24332019306638647,0.019195814751409444,0.22412437831498183,0.2422770271713877,0.08693566336399652,0.15534136380739608,0.24355879170526779,0.11094431537016734,0.13261447633510534
0.24139705539327216,16675.614749732507,0.24318155080984483,0.01918195754021495,0.22399959326963467,0.2421112134656061,0.08682583177920866,0.15528538168640235,0.24343241071970845,0.11085582611399865,0.1325765846057147
0.23786748491365142,16675.735088972,0.2430180564909887,0.019171005220411718,0.2238470512705818,0.24192133324869453,0.08674469395242208,0.15517663929627734,0.24329084624343258,0.1107850314175406,0.13250581482589685
0.24046379203855744,16675.8554121523,0.2429192881934281,0.019167070780428352,0.22375221741300455,0.24180962842017933,0.08671969799014301,0.15508993043004124,0.24319640940027432,0.11075280091889869,0.1324436084813805
0.24449729607897086,16675.975719279046,0.24289539281653,0.019171349619405045,0.22372404319712974,0.24184890433918546,0.08676464681633826,0.1550842575228521,0.24319937822703086,0.11077593349055065,0.13242344473648507
0.2488189818874373,16676.096010357844,0.2427577511059717,0.01917480696638302,0.22358294413959348,0.24195256536820436,0.08685510962137334,0.15509745574683592,0.24325117673289742,0.1108401496969035,0.1324110270359988
0.24368708409461615,16676.216285394334,0.24217313540288324,0.019159191044894688,0.22301394435799335,0.24186734639085966,0.0869134307384238,0.15495391565244077,0.24312682699071989,0.1108640239739786,0.13226280301674617
0.2517353874711264,16676.33654439413,0.24098501681028323,0.019109633852262106,0.2218753829580259,0.24128573821940652,0.0868178220941489,0.15446791612526253,0.24254473824685874,0.11072089577313068,0.1318238424737329
0.24808336464314404,16676.456787362866,0.23924206950888113,0.019023589854149415,0.22021847965473645,0.23996208376603456,0.08646505969703185,0.15349702406900756,0.24136579681271747,0.11032343748908695,0.13104235932363537
0.2396572989941871,16676.57701430617,0.2372872046282134,0.01891781520344105,0.21836938942477704,0.23808292009798154,0.08590199503481526,0.15218092506317113,0.23972210817754572,0.10971174431045631,0.13001036386709422
0.2523776826892118,16676.69722522967,0.23573296628286303,0.018821585431724096,0.21691138085114361,0.23611404126343954,0.08528086003517574,0.15083318122826858,0.238084001374543,0.1090578550662273,0.12902614630832046
0.256874398158479,16676.81742013899,0.23494499980032763,0.018750076777403344,0.21619492302292895,0.23452329223666163,0.08475111618828834,0.14977217604837803,0.23685438464755326,0.10851834057849698,0.12833604406906104
0.25866543128010466,16676.937599039757,0.23473164353296358,0.01869760378086359,0.21603403975210464,0.23373097318311842,0.08441040718046264,0.14932056600266053,0.23616753772204296,0.10813332956278425,0.12803420815926345
0.2682904470406239,16677.057761937605,0.23488718713143725,0.01866462907360848,0.2162225580578334,0.23374173369531687,0.0842699890354589,0.14947174465986268,0.23589425177483375,0.10787877630136704,0.12801547547347145
0.2746894550074402,16677.177908838163,0.23540492453646855,0.018660198616894986,0.21674472591957822,0.23441783277877976,0.08433542525004417,0.15008240752874036,0.23600947814388695,0.10778431886720685,0.12822515927668482
0.26330239168981684,16677.298039747056,0.23636314237051695,0.018693273364528515,0.2176698690059931,0.23567724048326005,0.08461242964139055,0.1510648108418743,0.23658836924916182,0.1079078267601739,0.12868054248899266
0.2495090536281713,16677.418154669915,0.23772865095785245,0.018763310161446275,0.21896534079641086,0.23720702820159692,0.08503233715470715,0.15217469104689457,0.23764795277532025,0.1082688978050259,0.12937905497029914
0.24274919858455957,16677.538253612373,0.239200861804263,0.018854454641665266,0.22034640716260248,0.23863925974014624,0.08546991701005381,0.15316934273009727,0.23898502618543466,0.10879580685880098,0.13018921932663846
0.23828464864853302,16677.658336580065,0.2404858434535348,0.018942500260662982,0.22154334319287655,0.23974619572794464,0.08583670779759242,0.15390948793035708,0.2402930729377198,0.10934947721513501,0.13094359572258957
0.25324293252741326,16677.778403578617,0.24142911701421085,0.019007613595470735,0.22242150341874486,0.24041321054917586,0.0861052987358646,0.15430791181331613,0.2413279294044915,0.10980428959908944,0.13152363980540688
0.2502911400016702,16677.898454613663,0.24195475399011696,0.019042423820051287,0.22291233017007045,0.24069945069049248,0.08628940284577491,0.15441004784472243,0.24199472922511073,0.11009648448043283,0.13189824474468276
0.24936971568141197,16678.018489690836,0.24214986190088686,0.019057274627590343,0.2230925872733013,0.24093246838101684,0.0864221865554318,0.1545102818255899,0.24232175993570043,0.1102449610097102,0.1320767989259951
0.2528463658612286,16678.138508815762,0.24238307951150037,0.01906803220314251,0.22331504730836266,0.24121505269060076,0.08649477666670823,0.1547202760238974,0.24252995631539637,0.11033063638742312,0.13219931992797812
0.25128611910485166,16678.258511994085,0.24264777475548105,0.019073602455036455,0.2235741723004494,0.2414893725425606,0.08650694706926565,0.15498242547329982,0.24275013248041058,0.11038627617235758,0.13236385630805786
0.24566474050820555,16678.37849923144,0.2426228162535115,0.019060535032811063,0.22356228122070523,0.24162845501829003,0.08646477657126243,0.15516367844703247,0.24282777575061654,0.11037347005268529,0.13245430569793612
0.24570650120674467,16678.49847053345,0.24227426836510774,0.01902576372644331,0.2232485046386692,0.24137799821506256,0.08633385347454237,0.15504414474052508,0.24260933197411438,0.11024493114225523,0.13236440083186402
0.24350324490038452,16678.61842590576,0.24166213866877595,0.0189702688756723,0.2226918697931084,0.24078887137666619,0.08610988261782095,0.1546789887588501,0.24210106545064214,0.10999156431985062,0.1321095011307964
0.2413042377111417,16678.738365354,0.24085875894276118,0.018900094995309657,0.22195866394745628,0.23996782460816268,0.0858009427145779,0.15416688189358965,0.24133479617485654,0.10961688447482792,0.13171791170003344
0.2450117054704778,16678.858288883803,0.23995566514395272,0.018828424193819273,0.2211272409501382,0.23899934582447693,0.08545446418140011,0.15354488164308167,0.24043050513392067,0.10918619118583112,0.13124431394809438
0.2444540511722251,16678.97819650081,0.2390543509326663,0.01876546621104327,0.22028888472162775,0.23802676789938865,0.08513788898271048,0.15288887891668299,0.23955751992935065,0.10879845444548163,0.13075906548387384
0.24653456394966056,16679.098088210667,0.2381755933889389,0.018709908029598786,0.2194656853593448,0.23717648034773742,0.08485976174976863,0.15231671859797358,0.23881051308786985,0.108491921613228,0.13031859147464664
0.24750526397903608,16679.217964018993,0.23708856571595782,0.018641236766348133,0.21844732894961438,0.23634902990833995,0.08457036045852626,0.15177866944981847,0.2380782402906884,0.10820024251227715,0.12987799777841602
0.23755292525637603,16679.337823931433,0.23542937594549956,0.018526334511317244,0.21690304143418698,0.23536036231037033,0.08422400454972724,0.15113635776064782,0.23702156782254807,0.10776139987931405,0.12926016794323877
0.2396617570087764,16679.457667953637,0.23285767224245096,0.018336343563135897,0.21452132867931967,0.23398907576260208,0.08374025082755279,0.150248824935054,0.23526061608860444,0.10699018580309931,0.12827043028550986
0.24732082718036524,16679.577496091228,0.22934432827415518,0.018076260234010048,0.21126806804014966,0.2315567374595472,0.08288191985118182,0.14867481760837004,0.2325172217566495,0.10576956299421456,0.1267476587624396
0.2424963736380459,16679.697308349845,0.22509338958935834,0.01777824718917257,0.20731514240019022,0.22751289428676164,0.08147702531424697,0.14603586897251927,0.22872185106845694,0.10411618445472691,0.12460566661373462
0.24224700359899187,16679.81710473514,0.22075625395224602,0.017494875522961747,0.20326137842928865,0.2220656139388757,0.07965295480737952,0.14241265913150067,0.22434438069525875,0.10226637448047556,0.12207800621478768
0.24451619284217638,16679.936885252737,0.21709748731880166,0.01727313684213059,0.19982435047667538,0.21642492962969612,0.07787287679253833,0.13855205283716218,0.22019825720506997,0.1005714957805259,0.11962676142454849
0.22866617954977408,16680.056649908296,0.21481805066003398,0.017147846589443943,0.1976702040705943,0.212367730353587,0.07669611439683882,0.13567161595675248,0.21711459373161174,0.09935351627587555,0.11776107745574053
0.2285365908840156,16680.176398707445,0.21451676452623,0.01715081687296825,0.197365947653266,0.21123781122409144,0.07639456583064426,0.13484324539345147,0.21579943697958515,0.09886839499582678,0.1169310419837627
0.23591461981065487,16680.29613165583,0.21650638760518554,0.017287002175828025,0.19921938542936182,0.21320824099063107,0.07697114802977797,0.1362370929608574,0.21666772006118123,0.0992592395739111,0.11740848048727448
0.23972540964226474,16680.415848759083,0.22050275490888263,0.017538614483645236,0.20296414042524177,0.21773471437225378,0.07836689603064587,0.13936781834161233,0.21963597614221442,0.10049029649286674,0.1191456796493521
0.23407456599986334,16680.535550022858,0.22564015878328977,0.017871875621577125,0.2077682831617171,0.22392630679681316,0.08039268248010181,0.14353362431671587,0.2242299756784008,0.10240593801314539,0.1218240376652599
0.22201675870378101,16680.655235452792,0.23090682618854155,0.018234720024999266,0.21267210616354684,0.23028872003548337,0.08257404183373776,0.14771467820175027,0.22958948991085049,0.10469023116206166,0.12489925874879342
0.22510136765105077,16680.774905054535,0.23545742954965362,0.01856402451626245,0.21689340503339583,0.23536655052778446,0.0843694192833119,0.15099713124447733,0.2346365940177824,0.1068894248819954,0.1277471691357917
0.23425036484163203,16680.894558833726,0.2388318268388455,0.018811857633115908,0.2200199692057343,0.23866186197085548,0.08553928221872707,0.15312257975213325,0.23857525460924445,0.10862921760185648,0.12994603700739277
0.2316451720839201,16681.014196796,0.2410019461282826,0.018962486294004145,0.22203945983428322,0.24049167710836444,0.08617109356392584,0.15432058354444347,0.24115396675379508,0.10976199435835297,0.13139197239544695
0.233840195445892,16681.133818947026,0.24222293637735023,0.019030303557039354,0.22319263282031568,0.24137619533260227,0.08644903286571796,0.15492716246688917,0.24256112418581854,0.11034456682282744,0.13221655736299595
0.2407933950491004,16681.25342529243,0.24284901674623816,0.01904554797632815,0.2238034687699148,0.2416878393779373,0.08648623989339081,0.15520159948455137,0.24317047846056788,0.11053536949278162,0.13263510896779115
0.24466515369242048,16681.37301583785,0.24316830211822255,0.019038589998451344,0.224129712119776,0.24171577662334937,0.08638899987880264,0.15532677674455161,0.24335818526601294,0.11051075342985793,0.13284743183615988
0.24507974942513486,16681.49259058896,0.24337629215283038,0.019034140423573345,0.22434215172926184,0.24169386633277967,0.0862848206644523,0.15540904566833227,0.24341228830095374,0.1104416676788893,0.1329706206220693
0.24654468871920848,16681.61214955138,0.2436077223103082,0.019041305876304655,0.22456641643400835,0.24173412613641765,0.0862558563459584,0.1554782697904641,0.24351836339296346,0.11043817125698203,0.13308019213598632
0.24150800579519038,16681.731692730773,0.24386206364772756,0.019056535736376425,0.22480552791135594,0.24193578239604058,0.08632613329836747,0.155609649097678,0.24373043515847453,0.11051393443691525,0.13321650072156416
0.23430270799274552,16681.85122013278,0.24404817339567791,0.01907492240180448,0.22497325099387824,0.24225766644371816,0.08645695257668447,0.1558007138670386,0.24398754395928146,0.11063242233905742,0.13335512162022892
0.23961117717964378,16681.97073176305,0.24409948100842244,0.019097566185996954,0.2250019148224303,0.24258783122636413,0.08660842759469335,0.1559794036316757,0.24420672129571386,0.11076513798745523,0.13344158330826353
0.23972778794673547,16682.090227627228,0.24404706262440745,0.019129405461262877,0.22491765716314938,0.24280701490917922,0.08677017666879736,0.15603683824038678,0.2443709617128979,0.1109228546183167,0.1334481070945861
0.23616691808508392,16682.20970773097,0.24394849853884537,0.019171998568589223,0.22477649997026097,0.2428534106886487,0.08693231369513732,0.1559210969935163,0.24450693751205455,0.11112264741444829,0.13338429009761119
0.24057210551060923,16682.32917207992,0.24383441552848753,0.019216930449225553,0.2246174850792668,0.24274693217795867,0.08706273511445604,0.15568419706350756,0.24462908408663148,0.11134763182768515,0.13328145225895124
0.24684510006960197,16682.448620679734,0.2436947025385371,0.019245830930486055,0.22444887160805585,0.24256124052126332,0.08713618197842336,0.15542505854284488,0.24468561723458015,0.11152302796196327,0.13316258927262178
0.2450564229405234,16682.56805353605,0.24353626954353566,0.019246369034237615,0.22428990050930286,0.24241408307505408,0.08714418334557343,0.15526989972948554,0.24461244578254604,0.11156311734655178,0.13304932843599918
0.25149133804658225,16682.687470654535,0.2434333269188474,0.019226371686581676,0.22420695523227052,0.24228103705995108,0.08708234659306463,0.15519869046689136,0.244427583767565,0.11145836298880339,0.1329692207787665
0.24407594900824198,16682.80687204083,0.24346378814381595,0.019203848457781152,0.2242599396860396,0.24219890773424957,0.08698559565537439,0.1552133120788801,0.24422798993722503,0.11128894512371938,0.13293904481351054
0.23633974651757367,16682.926257700583,0.243683236711489,0.0191894518625282,0.22449378484896562,0.24227491388767028,0.08689765727494811,0.15537725661272708,0.24416084153674034,0.1111483279493028,0.13301251358744245
0.23703485971504484,16683.04562763946,0.24403399146628285,0.019178324698102527,0.22485566676818514,0.24250516117834708,0.08682651958460681,0.15567864159374517,0.24424519994316096,0.11105641036836646,0.13318878957479943
0.24735578595201246,16683.164981863105,0.2444146473787772,0.019163329092129137,0.22525131828665287,0.24273155567330515,0.08674649163418471,0.15598506403912535,0.24437780454871316,0.11096664520273948,0.1334111593459786
0.24658858121895597,16683.284320377166,0.24472029797553738,0.019149941211005814,0.22557035676453638,0.24281318174030356,0.08665107131707737,0.1561621104232311,0.24447003104818127,0.11086392247534742,0.13360610857283878
0.24121834835172845,16683.40364318731,0.24486322681919484,0.019149816594454087,0.2257134102247456,0.2428155127264596,0.0865975222142198,0.15621799051224472,0.2445165399275595,0.11080389953178944,0.13371264039577496
0.2315938226421032,16683.52295029917,0.24499528187102218,0.01917431382091543,0.22582096805011156,0.24287768269541787,0.08666045480038581,0.15621722789503698,0.244610586023782,0.11086100032882355,0.13374958569496337
