wl,data,model_comp05,model_cool05,model_hot05,model_comp50,model_cool50,model_hot50,model_comp95,model_cool95,model_hot95
15674.980736085863,0.2657279418800677,0.26530407749775775,0.0013072173777212584,0.2639968601200418,0.2713735156194672,0.06523671425280275,0.20613680136667006,0.2742194253304811,0.08587010246087355,0.18834932286961326
15675.094799342422,0.27140604909701393,0.26507493516392894,0.0013055587297909684,0.2637693764341433,0.2711041103097255,0.06513289370510968,0.2059712166046214,0.27393543527660913,0.0857370356275808,0.188198399649034
15675.208846745641,0.2717619349245663,0.26485671073744166,0.001303703708662237,0.26355300702878476,0.27081601624621604,0.06501076227242741,0.20580525397379418,0.2736128978349993,0.08557602824058935,0.18803686959441568
15675.322878302037,0.2755287969698307,0.2647808091033494,0.0013024174027349285,0.26347839170061976,0.2706405835208042,0.06491020886731795,0.20573037465349184,0.2734019983260735,0.08544118925744947,0.1879608090686297
15675.4368940181,0.2725250357597174,0.2648427096705511,0.0013020317675063763,0.2635406779030501,0.2705946474090592,0.0648582386181431,0.20573640879092167,0.2733429281352162,0.08537093712743439,0.18797199100778755
15675.550893900334,0.283890835645359,0.26489357589408363,0.0013022381485532323,0.2635913377455357,0.2705545288969309,0.06485203413469143,0.20570249476224503,0.2732862125159874,0.08535730930223308,0.18792890321376005
15675.664877955256,0.2647455834153008,0.2649223626021444,0.001303040506084354,0.26361932209606537,0.2705076404412681,0.06489108605663395,0.20561655438463974,0.27321047796440234,0.08539747619453479,0.18781300176987328
15675.77884618935,0.26897851272048967,0.2650706558625755,0.0013048238655234594,0.2637658319970574,0.27058811318338055,0.06498586519701224,0.2056022479863739,0.27329184694414704,0.08551372178758274,0.18777812515657002
15675.892798609118,0.2823830873637409,0.265351261570935,0.0013072967181861047,0.2640439648527543,0.27081722047827667,0.06511620217779765,0.20570101830048457,0.2735663924285711,0.08568459346144186,0.18788179896713497
15676.006735221055,0.2696823684788865,0.26545887929665757,0.0013089104293015773,0.2641499688673613,0.2708988824023755,0.06520678912480217,0.2056920932775789,0.2737284664384302,0.08581117676138014,0.18791728967705573
15676.120656031666,0.2666829722246079,0.2648609236194474,0.001307234702675622,0.2635536889167771,0.2702942472212332,0.06514214853831592,0.2051520986829228,0.27323484350897614,0.08574030725833491,0.18749453625064694
15676.234561047444,0.2682584012109424,0.2630896349466978,0.0013002343293824364,0.26178940061732064,0.2684984082671727,0.06482108567067893,0.2036773225964993,0.27157162008159824,0.0853330507285252,0.1862385693530787
15676.348450274878,0.26392283892889107,0.2602760488198209,0.0012884092887040094,0.2589876395311222,0.26556725875982423,0.06425168144130446,0.20131557731852523,0.268742174957999,0.08458702773299118,0.18415514722501344
