data,wl,model_composite,model_cool50,model_hot50
0.2691519115467603,15414.010679360155,0.2820292526458688,0.00650364381162158,0.2755256088342511
0.26026433219843953,15414.122712939063,0.2815540732062884,0.007497784902492609,0.2740562883037998
0.27602716395653876,15414.234730886079,0.28349772317283867,0.008541681067530822,0.274956042105312
0.298085966965569,15414.346733207709,0.2875080833382384,0.009304853700150618,0.278203229638092
0.28737413066358874,15414.458719910457,0.29069721207080534,0.009708576837541607,0.28098863523326806
0.2761199974581173,15414.570691000818,0.291504905167083,0.009848646072407144,0.2816562590946802
0.296405357029251,15414.682646485302,0.2906521291566062,0.00983625408953059,0.28081587506707995
0.31141528681317054,15414.794586370404,0.28940670795407597,0.00973414613460291,0.27967256181947736
0.29580767376922346,15414.906510662622,0.2883417484251183,0.009570551664321565,0.27877119676080103
0.266469292130276,15415.01841936845,0.2878465171243382,0.00931927913814991,0.2785272379861925
0.2645754800028095,15415.130312494393,0.2876868100993731,0.008918773285550439,0.27876803681382684
0.2672725770337439,15415.242190046945,0.28687595028294516,0.008328063020849177,0.2785478872621001
0.2756446978488742,15415.354052032586,0.2849811211282991,0.007590185214695231,0.2773909359136079
0.27815362917797,15415.465898457824,0.28267917836295126,0.006860587860018528,0.27581859050293667
0.27675737662101235,15415.577729329145,0.28032654838967114,0.0063594058191354845,0.2739671425705395
0.27229948753992717,15415.689544653034,0.27737832477260166,0.006263909692228186,0.2711144150803773
0.2645653804850791,15415.801344435993,0.2730898092979267,0.0066590283649672725,0.26643078093296324
0.271111405780337,15415.913128684502,0.2686295979858847,0.0074343781329150255,0.2611952198529735
0.27642284883785373,15416.02489740505,0.2671994400019429,0.00828731325822479,0.25891212674372205
0.2649578976359161,15416.136650604129,0.2710901757195118,0.008951131345998353,0.2621390443735175
0.276744187601978,15416.248388288217,0.27832850943700743,0.009407333650168234,0.2689211757868433
0.2855183402322506,15416.3601104638,0.2852102354731537,0.009735077072170589,0.2754751584009874
0.2822999958069065,15416.471817137362,0.29001467411129195,0.0099696030708555,0.28004507104044085
0.2981893738202942,15416.58350831538,0.29270653358506166,0.01011892939921903,0.28258760418584705
0.30424605851132835,15416.695184004346,0.2939196669815709,0.010202386871419765,0.28371728011015557
0.2826507631193129,15416.80684421073,0.2944278791449053,0.010249175236806084,0.2841787039081037
0.257454927888324,15416.918488941019,0.2947660363925812,0.010279836361238963,0.28448620003134667
0.2830589945218756,15417.03011820168,0.2951546871662577,0.010304846526857562,0.28484984063940455
0.2759424819337291,15417.141731999196,0.2954802241867414,0.010315902351429587,0.28516432183531626
0.25292731411256664,15417.253330340049,0.2954739144861533,0.01029109459439747,0.28518281989176025
0.26522842634441307,15417.3649132307,0.2949424783881352,0.010226686987325314,0.2847157914008143
0.2706989713793715,15417.476480677637,0.293958417936348,0.010151127927018184,0.28380729000933425
0.267313319469508,15417.588032687316,0.29283669067710977,0.010098507632896173,0.282738183044218
0.2701901394054828,15417.699569266219,0.2918854805473472,0.010103625313652553,0.28178185523369903
0.2803244900642842,15417.811090420817,0.2913163993429368,0.010179397997813434,0.28113700134512776
0.2863600510044036,15417.922596157578,0.29118204681730764,0.010298276466454814,0.2808837703508572
0.2712543903983758,15418.03408648296,0.2913851603674541,0.01039397463529499,0.28099118573216353
0.2670299518972169,15418.14556140344,0.29160744319167153,0.010414576203600586,0.2811928669880754
0.2694157720510223,15418.257020925483,0.29143766138235566,0.010372666293732711,0.28106499508862737
0.26960510947332544,15418.368465055551,0.29079025826245,0.010307724071424088,0.28048253419103025
0.28589113643102604,15418.479893800115,0.2899073700219742,0.010261317461591776,0.27964605256038677
0.2916989616484929,15418.591307165621,0.28919128167414404,0.010256718665088933,0.2789345630090595
0.2836789481168005,15418.702705158546,0.2889351285932491,0.010288802712193016,0.2786463258810605
0.2835121734493987,15418.814087785351,0.28925807860575514,0.010331465836565468,0.27892661276919406
0.29998062161169303,15418.925455052486,0.2901985397612034,0.010355800642958378,0.2798427391182494
0.29758963500815655,15419.036806966404,0.2916224270434836,0.010348420077197076,0.28127400696629096
0.2881394882051972,15419.148143533579,0.29316326199590054,0.010307829508149229,0.28285543248775574
0.2680849214648082,15419.25946476046,0.2943819137350824,0.010232154446706053,0.28414975928838077
0.2790778225226661,15419.3707706535,0.29495792924210307,0.010125207907889771,0.2848327213342177
0.2746694540745476,15419.482061219147,0.29482942990555794,0.009998309107754597,0.28483112079780776
0.2805044266043135,15419.593336463868,0.29425406909446156,0.009873372197005377,0.28438069689746054
0.29036323760600247,15419.704596394105,0.2935076616471654,0.009793767964290469,0.2837138936828793
0.30119428188832814,15419.81584101631,0.2929899101904615,0.009786682809713067,0.2832032273807528
0.30298358551678245,15419.927070336935,0.2929462403235213,0.009851212092588931,0.28309502823093674
0.28241491757685205,15420.038284362425,0.29331445456323957,0.009968320290378259,0.2833461342728657
0.3036785385087073,15420.149483099225,0.2938597431171551,0.010106566248657297,0.28375317686850227
0.2921567008886461,15420.260666553793,0.29430736257600426,0.010233100241719285,0.2840742623342894
0.2636654625396634,15420.371834732565,0.2946705260636826,0.010307311752248936,0.2843632143114381
0.23049552721901598,15420.48298764198,0.29492622666812734,0.01030935110456398,0.2846168755635678
0.26251936004609155,15420.594125288499,0.2951195634998262,0.010241892566961326,0.2848776709328693
0.2918599133076529,15420.70524767855,0.2951867126062842,0.01012290226531448,0.28506381034097417
0.2888783126420231,15420.816354818571,0.2949262936664774,0.009971782659922775,0.28495451100655905
0.28208172782493013,15420.927446715012,0.29445758624828694,0.009795268258878097,0.2846623179894132
0.2788157813195673,15421.038523374307,0.2941082196062749,0.009605020052663588,0.2845031995536157
0.2842654670401956,15421.149584802892,0.29380696506795234,0.009437395836169702,0.284369569231787
0.3003821630478011,15421.260631007202,0.29273823529592174,0.009342803941603127,0.28339543135432294
0.2960594041028332,15421.371661993682,0.29028160056446684,0.009322690514590084,0.28095891004988105
0.29352784381195246,15421.482677768756,0.2867695537974463,0.00932157055500943,0.2774479832424411
0.27301613177499656,15421.59367833887,0.2830643765584968,0.009311643988783758,0.27375273256971727
0.27178503433008366,15421.704663710441,0.28016429479096217,0.009310495596246365,0.27085379919471997
0.27018888883504266,15421.815633889906,0.27866002674831775,0.009348158653607339,0.2693118680947146
0.279087578466862,15421.926588883696,0.2786117812644609,0.00942041592597898,0.2691913653384861
0.2740326716719943,15422.03752869824,0.2795517247357902,0.009497640591501464,0.27005408414429294
0.27398446487013106,15422.14845333997,0.28083797254478143,0.009565998125749485,0.27127197441903617
0.2835402465485382,15422.259362815304,0.2820315612935874,0.009627720290008667,0.272403841003583
0.27754451112380335,15422.370257130671,0.28323211607634147,0.009693860736397922,0.2735382553399478
0.2790612610257232,15422.4811362925,0.2848746421727862,0.009778798650153518,0.27509584352263694
0.2816417159314695,15422.592000307213,0.2870511037842617,0.00989276637369762,0.27715833741056833
0.2811832575911654,15422.702849181227,0.2893300204389437,0.010024568897243359,0.2793054515417047
0.27246476763711514,15422.81368292097,0.29108226329007136,0.010137525714330922,0.28094473757574484
0.27035150853855894,15422.92450153286,0.29198666366286574,0.010195201108940283,0.28179146255392984
0.2802974494827046,15423.035305023312,0.2917492489682434,0.010187548340028567,0.2815617006282192
0.2875339062905129,15423.146093398751,0.28986341600097326,0.010123204323391633,0.279740211677586
0.2758144893594031,15423.256866665584,0.2859605799939746,0.010034686448523017,0.27592589354545594
0.2938952638297175,15423.367624830244,0.2809349482059675,0.009966350499494906,0.27096859770647685
0.2857955628787419,15423.478367899128,0.27672314328736347,0.009949045800157675,0.26677409748721004
0.27531626579348295,15423.589095878664,0.2747829290100498,0.009980079087982143,0.26480284992207187
0.2835645065992297,15423.699808775258,0.2753111241298036,0.010019677291210925,0.26529144683859684
0.2913147277079425,15423.810506595315,0.2778554554199387,0.010012127583472417,0.2678433278364705
0.30020026552012163,15423.921189345256,0.28165175736265596,0.009910752929624126,0.27174100443303606
0.2884751487068508,15424.031857031487,0.2849524364514759,0.009771771077582998,0.2751806653738972
0.27023217479923933,15424.14250966042,0.2870589532079993,0.009655810960434453,0.2774031422475691
0.27413411001958343,15424.253147238449,0.28858641039892335,0.009581541068580928,0.27900486933034674
0.27044945169689194,15424.363769772,0.29007869051774193,0.00956273075788444,0.2805159597598618
0.27124651788993986,15424.474377267461,0.29128552344152636,0.009621186500981996,0.2816643369405487
