data,wl,model_composite,model_cool50,model_hot50
0.8999058683077672,15550.094782529373,0.9269462960392952,0.11024907178660531,0.8166972242526938
0.8729756364156843,15550.206892201355,0.8953165705229833,0.10501045705255335,0.7903061134704337
0.9032208225572859,15550.31898651473,0.8810587638585332,0.10295350555529752,0.7781052583032393
0.8352031559218563,15550.431065475943,0.8894060582363186,0.10383772202575774,0.7855683362105644
0.8643577546767628,15550.543129091444,0.9175719948754518,0.10784120541731024,0.8097307894581454
0.8866618958800208,15550.655177367673,0.9564369798159189,0.11442035894940754,0.8420166208665153
0.9120454833778113,15550.767210311085,0.9931669933664286,0.12128994776513709,0.8718770456012955
0.9634785598842102,15550.879227928117,1.0176132707992709,0.12594370496858104,0.891669565830694
0.9651472553406854,15550.99123022522,1.0281140271533897,0.1277076357501845,0.9004063914032094
0.9392198394306863,15551.103217208822,1.0304039899218171,0.12774681237880112,0.9026571775430201
1.0035874016946726,15551.215188885377,1.0308304237648593,0.12755308082040176,0.9032773429444618
0.9974553282032523,15551.32714526132,1.031941848889889,0.12818051298590463,0.9037613359039885
1.018554585558666,15551.439086343085,1.0343842108071246,0.1301542803926015,0.9042299304145273
1.0246161561613978,15551.55101213712,1.0389228921660323,0.1331451231375268,0.9057777690285098
1.0557231091778314,15551.662922649855,1.0449511889393477,0.1361789189547388,0.9087722699846131
1.0680570928511046,15551.774817887725,1.0502873811654267,0.13833980538122687,0.9119475757842042
1.0972495328672782,15551.886697857162,1.0529674580354387,0.13937789610707033,0.9135895619283728
1.0633065007123212,15551.998562564608,1.0533498446918381,0.13960667960629253,0.9137431650855499
1.0483619820895522,15552.110412016487,1.0528828463174316,0.1395237806340413,0.9133590656833946
1.0348382546959196,15552.222246219233,1.0522941751336268,0.13954769457837235,0.9127464805552588
1.047832754994035,15552.334065179271,1.0517432352069749,0.13977791624459515,0.911965318962384
1.0542569426764266,15552.445868903043,1.05069192707859,0.14000101698431777,0.9106909100942766
1.0719268399128854,15552.557657396963,1.0477845399435177,0.1398575183621274,0.9079270215813947
1.0591114243305757,15552.669430667464,1.0415099930814837,0.13915662649055713,0.9023533665909309
1.0237298664339307,15552.781188720972,1.0315187246489068,0.1379551801550251,0.893563544493886
1.0382668984123065,15552.89293156391,1.0200328561520777,0.13666975559147165,0.8833631005606104
0.9938099069605254,15553.004659202701,1.0109949312200666,0.1357938814901122,0.8752010497299586
1.0186676427243853,15553.116371643773,1.0075474802715114,0.13551308984523214,0.8720343904262835
1.0417902910063932,15553.228068893533,1.0109754832025517,0.13590210006815343,0.8750733831344024
1.0195823925536909,15553.339750958417,1.0200894412049077,0.13689332540534502,0.8831961157995669
1.0116974476528768,15553.451417844835,1.031816891863441,0.1382861404833054,0.8935307513801399
1.0282533563518488,15553.563069559212,1.0421993899680135,0.13966966594468314,0.9025297240233348
