data,wl,model_composite,model_cool50,model_hot50
0.20944261154858174,17294.95012276106,0.21641500470301211,0.008538137836316457,0.2078768668666989
0.20576945221912157,17295.076249314592,0.22041875097254032,0.008800151826471815,0.2116185991460718
0.20770432164888203,17295.2023589516,0.22263077437537782,0.008969762001392764,0.2136610123739884
0.21535924439058182,17295.32845167613,0.22335812217817144,0.009077031932093948,0.21428109024608086
0.20942724275560104,17295.454527492242,0.22352472028073225,0.009130111452801777,0.21439460882793385
0.21379456451033893,17295.58058640396,0.2236072397244961,0.009140088198644291,0.21446715152585522
0.20973695649249935,17295.706628415373,0.22361518509360193,0.009105888689597842,0.21450929640400745
0.2079558192148464,17295.832653530524,0.22347930151260947,0.009025579378621727,0.21445372213399114
0.21804668493053447,17295.958661753495,0.22321516111346582,0.00892922147310308,0.2142859396403661
0.22743137908774574,17296.084653088332,0.22307869636245561,0.008848558778805594,0.21423013758365336
0.2150385667961547,17296.210627539134,0.223200225250919,0.008818595628666333,0.21438162962225601
0.20756639151848227,17296.336585109977,0.2236231701873315,0.008850148671416138,0.2147730215159187
0.21157527756972164,17296.46252580494,0.22403263904596638,0.008943294920154181,0.21508934412581557
0.21781029224053924,17296.588449628118,0.22425754062990003,0.00907917622682008,0.21517836440308333
0.21207877622582316,17296.7143565836,0.22430165864036336,0.009209298100920603,0.21509236053944616
0.21199776619716829,17296.840246675492,0.22421172150741148,0.009299460884029975,0.21491226062338492
0.2235787977945016,17296.966119907902,0.22416050541057414,0.009312924163416964,0.21484758124716058
0.21644386080157896,17297.091976284923,0.22408283692807668,0.009234361704140399,0.21484847522393968
0.2079744991480549,17297.217815810687,0.2234115965931424,0.00909339011324533,0.21431820647990044
0.21590391221737265,17297.343638489303,0.22214086417609696,0.008874726154207313,0.21326613802189298
0.2117509615720964,17297.46944432489,0.22108593086104247,0.008551821816494718,0.21253410904455106
0.21728885376956353,17297.59523332159,0.22103361560690932,0.008169031577156666,0.21286458402975592
0.21198646681566913,17297.72100548352,0.22177597503164936,0.00787881909108557,0.21389715594056702
0.2090596355165793,17297.846760814824,0.22188038743170502,0.007854904270748135,0.21402548316096012
0.20115240139683208,17297.972499319647,0.22133992495807797,0.008079076086745149,0.2132608488713361
0.21198755240624728,17298.09822100213,0.22123697555236746,0.008400330404465969,0.2128366451479048
0.21196226198949455,17298.22392586643,0.2220818518599331,0.00864672743894599,0.21343512442099044
0.21812268206936947,17298.349613916696,0.22305681645832923,0.008765935035253017,0.21429088142307956
0.21615532969926618,17298.47528515709,0.22327137137311903,0.00877505804486028,0.2144963133282621
