wl,data,model_comp05,model_cool05,model_hot05,model_comp50,model_cool50,model_hot50,model_comp95,model_cool95,model_hot95
16370.098115887356,0.2031907362518878,0.24381795290249164,0.016590892465373697,0.2272270604371226,0.24471611904153873,0.06761723491533973,0.17709888412620386,0.24660103000382488,0.103817813456302,0.14278321654752818
16370.217456891563,0.2165702072393401,0.24240296121407304,0.016485241948658483,0.22591771926541918,0.24332666079256654,0.06711854652339774,0.17620811426917365,0.2458624530110547,0.10341104452503963,0.14245140848602036
16370.336781597125,0.22884950908750543,0.23921139592354487,0.016261588978563512,0.22294980694498592,0.24020903813796143,0.06616831897219017,0.17404071916577604,0.24367895912960905,0.10234647605327875,0.14133248307633556
16370.456090010093,0.2343244723905091,0.23346964760595093,0.015866668491062524,0.21760297911489285,0.23452729155510027,0.06452791838658978,0.16999937316851518,0.2392983726246901,0.10034256845826572,0.13895580416642953
16370.575382136502,0.22225855099392952,0.22476558181759385,0.015270132058897962,0.20949544975870016,0.22579119660057181,0.062040210925440716,0.1637509856751356,0.23179205765800545,0.0969777022323909,0.13481435542561956
16370.694657982382,0.22461655468870304,0.2137252216567811,0.014505453904294936,0.19921976775249026,0.2146615183105548,0.0588323024124621,0.15582921589809695,0.22112319126982571,0.09221451727120411,0.12890867399862638
16370.813917553784,0.22557147633616487,0.20145675421481432,0.013631203798729827,0.1878255504160883,0.2023066573098011,0.055093568479765175,0.14721308883003995,0.2086062089141752,0.08656331295322187,0.12204289596095781
16370.933160856752,0.2234107028141862,0.18903551807772673,0.012709030704229053,0.17632648737350126,0.1898043887345867,0.05102534649234724,0.13877904224224322,0.1957213767461457,0.08055866306392459,0.11516271368222535
16371.052387897313,0.2296693458482219,0.17819011508595112,0.011854243986246907,0.16633587109970757,0.17894777882239704,0.04709856180412869,0.13184921701827187,0.18413843075130704,0.07487344861011287,0.10926498214119812
16371.17159868151,0.21681140353499143,0.1706742126542223,0.011207380937411675,0.15946683171681386,0.17154908105515176,0.04394758006074784,0.12760150099440729,0.17598440168701338,0.07047796563742721,0.10550643604958995
