data,wl,model_composite,model_cool50,model_hot50
0.2031907362518878,16370.098115887356,0.2554143590802138,0.009757328941097926,0.24565703013911983
0.2165702072393401,16370.217456891563,0.2557458068638166,0.009772111202208592,0.24597369566161192
0.22884950908750543,16370.336781597125,0.2552410981715525,0.009770201263273317,0.24547089690828308
0.2343244723905091,16370.456090010093,0.25306057221018174,0.009737446602191006,0.24332312560799466
0.22225855099392952,16370.575382136502,0.24804184991772274,0.009628879286917871,0.2384129706308087
0.22461655468870304,16370.694657982382,0.23904676963218482,0.00941216391970599,0.22963460571248256
0.22557147633616487,16370.813917553784,0.22583530324820275,0.00911280650378693,0.21672249674441937
0.2234107028141862,16370.933160856752,0.21044574219341872,0.00873601600353357,0.20170972618988847
0.2296693458482219,16371.052387897313,0.19623331726264837,0.00823941791370488,0.18799389934894659
0.21681140353499143,16371.17159868151,0.1862715692125879,0.007584502754350997,0.1786870664582398
0.20714296563447357,16371.290793215383,0.1816838051480972,0.006864421986046825,0.17481938316205317
0.20699994168860603,16371.409971504969,0.18038523639049037,0.0063281777993383585,0.17405705859115472
0.18965087927045163,16371.5291335563,0.18014171592511224,0.006183575294816765,0.17395814063029819
0.19757095180378212,16371.648279375418,0.18054384759621056,0.006500995897975185,0.17404285169823813
0.2033970593134202,16371.767408968359,0.18372707357769155,0.0071729898012342225,0.1765540837764602
0.19084243207485208,16371.88652234115,0.1921309609190909,0.007957258469961261,0.18417370244913267
0.14819985974966288,16372.005619499841,0.20492236854882845,0.008658444533117572,0.19626392401571413
0.18464091751934558,16372.124700450448,0.21934886787249652,0.009158703409880007,0.21019016446261998
0.20337146219188107,16372.243765199017,0.23229969817789445,0.009453929859007724,0.22284576831889036
0.221027609557946,16372.362813751579,0.2418070034170324,0.009626159145948304,0.23218084427108787
0.23560016372115392,16372.481846114166,0.24788587936890158,0.009738771815211251,0.23814710755369417
0.23672794410745307,16372.600862292815,0.25136109851105587,0.009819704126088121,0.24154139438497166
0.23346835030102842,16372.71986229355,0.25291713068870997,0.009882098376190397,0.24303503231252352
0.2371432089190202,16372.838846122406,0.25300936956183656,0.009919405190494283,0.24308996437134622
0.23583773553546167,16372.957813785415,0.25193696897898654,0.009920116043051038,0.24201685293593944
0.22802863789700575,16373.076765288608,0.2500506823087719,0.009880866751067263,0.24016981555770858
0.2280230160929902,16373.195700638014,0.24780042237019756,0.009807266830840043,0.23799315553936137
0.22707021282476322,16373.31461983966,0.2457522512970075,0.009704542173512356,0.23604770912349898
0.22381298439849975,16373.433522899577,0.24420268461541972,0.009594317309314038,0.23460836730610948
0.2300035926348699,16373.5524098238,0.2427365102961544,0.009536203541876707,0.23320030675428144
0.2340845960979592,16373.671280618344,0.24073065335039678,0.00957171197061396,0.2311589413797866
0.23632937738986431,16373.79013528924,0.23790978493897447,0.009695246733520907,0.22821453820545728
0.2375742485058473,16373.908973842523,0.23500649853814967,0.009853626259383378,0.22515287227877
0.24751897531107758,16374.027796284214,0.23343361843311844,0.009974720191905427,0.2234588982412167
0.2510861478987639,16374.146602620343,0.23461705445422187,0.009971037512036781,0.2246460169421888
0.2619498421680185,16374.265392856933,0.23881671387730674,0.00983531547716527,0.22898139840014525
0.25107229876634124,16374.384167000002,0.24327356499249497,0.009672146113509052,0.23360141887898972
0.23920404550250018,16374.502925055584,0.24549052935476418,0.00941585354291509,0.23607467581185287
0.24497788299887016,16374.6216670297,0.24564685181593868,0.008859601353269644,0.23678725046267277
0.24288975079172187,16374.740392928374,0.24619922105107633,0.007939711423440085,0.2382595096276399
0.2504370287000504,16374.859102757626,0.24794442528570598,0.0070066093381239095,0.24093781594758565
0.23824862372309982,16374.977796523483,0.24880559367539815,0.0064811423157906285,0.24232445135961106
0.23778951022254016,16375.096474231963,0.249178285606942,0.006414341930119834,0.2427639436768257
0.2426211955559325,16375.21513588909,0.2493046706698692,0.006809296845146469,0.24249537382472627
0.24958972417377007,16375.33378150089,0.24980097261204595,0.007597501777487505,0.2422034708345621
0.2560199982624411,16375.452411073373,0.25180680702906105,0.008540281992436593,0.24326652503662824
0.25899940009163575,16375.571024612564,0.25496352989358784,0.009340423101643205,0.24562310679194854
