JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456026.35493,13.359,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.35721,13.359,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456026.35944,13.358,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456026.36172,13.362,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456026.36398,13.369,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.36624,13.360,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456026.36846,13.358,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456026.37072,13.364,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456026.37298,13.369,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.37523,13.365,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.183,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456026.37749,13.367,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.187,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.37975,13.360,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.191,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456026.38205,13.356,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.195,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456026.38433,13.372,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.200,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456026.38659,13.352,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.205,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.38888,13.358,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.210,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456026.39113,13.379,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.216,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456026.39340,13.381,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.221,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456026.39565,13.353,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.227,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456026.39790,13.372,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.233,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.40017,13.367,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.240,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456026.40244,13.389,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.247,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456026.40468,13.374,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.254,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.40746,13.370,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.263,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456026.40998,13.386,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.272,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456026.41224,13.390,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.280,Z,,11.568,,HU CNC,AAVSO,STD,,,,
2456026.41447,13.386,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.288,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456026.41671,13.388,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.296,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456026.41896,13.385,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.305,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456026.42119,13.415,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.315,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456026.42349,13.375,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.325,Z,,11.568,,HU CNC,AAVSO,STD,,,,
2456026.42576,13.383,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.335,Z,,11.570,,HU CNC,AAVSO,STD,,,,
2456026.42802,13.400,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.345,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456026.43028,13.400,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.356,Z,,11.574,,HU CNC,AAVSO,STD,,,,
2456026.43251,13.380,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.367,Z,,11.572,,HU CNC,AAVSO,STD,,,,
2456026.43473,13.417,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.379,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456026.43700,13.411,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.391,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456026.43927,13.378,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.404,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.44149,13.391,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.416,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456033.37734,13.496,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.229,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456033.37974,13.499,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.236,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456033.38061,13.508,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.238,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456033.38135,13.489,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.241,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456033.38212,13.469,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.243,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456033.38286,13.481,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.245,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456033.38363,13.469,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.247,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456033.38437,13.500,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.250,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456033.38512,13.494,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.252,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456033.38588,13.485,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.254,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456033.38663,13.492,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.257,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456033.38737,13.469,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.259,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456033.38811,13.471,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.262,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456033.38885,13.483,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.264,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456033.38959,13.475,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.267,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456033.39036,13.476,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.269,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456033.39110,13.488,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.272,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456033.39185,13.470,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.275,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456033.39262,13.481,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.277,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456033.39336,13.475,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.280,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456033.39410,13.461,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.283,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456033.39488,13.449,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.286,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456033.39562,13.452,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.288,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456033.39636,13.472,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.291,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456033.39712,13.440,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.294,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456033.39786,13.445,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.297,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456033.39860,13.466,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.300,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456033.39935,13.473,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.303,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456033.40012,13.453,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.306,Z,,11.544,,HU CNC,AAVSO,STD,,,,
2456033.40086,13.446,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.309,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456033.40164,13.478,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.312,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456033.40238,13.452,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.316,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456033.40314,13.457,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.319,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456033.40388,13.472,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.322,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456033.40466,13.440,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.325,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456033.40540,13.450,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.329,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456033.40617,13.459,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.332,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456033.40691,13.442,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.336,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456033.40768,13.450,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.339,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456033.40842,13.442,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.343,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456033.40919,13.431,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.346,Z,,11.564,,HU CNC,AAVSO,STD,,,,
2456033.40996,13.468,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.350,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456033.41071,13.443,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.353,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456033.41296,13.463,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.365,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456033.41373,13.446,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.369,Z,,11.572,,HU CNC,AAVSO,STD,,,,
2456033.41447,13.440,0.036,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.372,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456034.32311,13.509,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.32385,13.512,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.32462,13.469,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.511,,HU CNC,AAVSO,STD,,,,
2456034.32536,13.517,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.32613,13.462,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.507,,HU CNC,AAVSO,STD,,,,
2456034.32687,13.523,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.32761,13.507,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456034.32838,13.492,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.32912,13.520,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.32986,13.507,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.33061,13.517,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.33135,13.473,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456034.33209,13.475,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.509,,HU CNC,AAVSO,STD,,,,
2456034.33286,13.495,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.33360,13.466,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.33434,13.495,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456034.33511,13.506,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.513,,HU CNC,AAVSO,STD,,,,
2456034.33586,13.480,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.33660,13.514,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.160,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.33736,13.490,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.512,,HU CNC,AAVSO,STD,,,,
2456034.33811,13.479,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.33885,13.460,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.162,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.33962,13.489,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.34036,13.500,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.34110,13.494,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.165,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.34184,13.470,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.34262,13.468,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.167,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.34336,13.466,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.34412,13.471,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456034.34486,13.469,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.34564,13.486,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.171,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.34638,13.482,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.34714,13.472,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.173,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.34790,13.503,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.34866,13.501,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.513,,HU CNC,AAVSO,STD,,,,
2456034.34941,13.495,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.176,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.35018,13.508,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.35092,13.479,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.178,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.35169,13.499,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.180,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.35247,13.476,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.181,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.35321,13.471,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.182,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.35395,13.506,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.183,Z,,11.514,,HU CNC,AAVSO,STD,,,,
2456034.35471,13.466,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.185,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.35545,13.505,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.35623,13.467,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.187,Z,,11.506,,HU CNC,AAVSO,STD,,,,
2456034.35697,13.486,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.189,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456034.35771,13.492,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.35849,13.465,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.192,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.35923,13.476,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.193,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.35997,13.480,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.195,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.36071,13.474,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.196,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.36145,13.486,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.198,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.36223,13.476,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.36299,13.517,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.201,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.36373,13.465,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.203,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.36447,13.484,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.204,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.36525,13.466,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.206,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.36599,13.504,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.208,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.36676,13.475,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.209,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.36750,13.502,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.211,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.36824,13.503,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.213,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.36898,13.495,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.215,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.36975,13.497,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.217,Z,,11.510,,HU CNC,AAVSO,STD,,,,
2456034.37049,13.493,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.218,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456034.37126,13.489,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.220,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.37201,13.489,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.222,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.37275,13.488,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.224,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.37352,13.478,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.226,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.37426,13.493,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.228,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.37503,13.497,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.230,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.37578,13.505,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.232,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.37652,13.473,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.234,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.37726,13.492,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.237,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.37800,13.489,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.239,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.37878,13.514,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.241,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456034.37954,13.482,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.243,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.38028,13.483,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.245,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.38102,13.491,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.248,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456034.38180,13.480,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.250,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456034.38256,13.482,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.253,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.38334,13.476,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.255,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.38410,13.506,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.257,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.38485,13.470,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.260,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.38562,13.496,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.262,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.38636,13.479,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.265,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.38710,13.483,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.268,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.38787,13.492,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.270,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.38865,13.502,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.273,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456034.38941,13.501,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.276,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.39015,13.505,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.278,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.39093,13.475,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.281,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.39167,13.467,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.284,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.39241,13.484,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.287,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456034.39315,13.478,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.289,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456034.39394,13.473,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.292,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456034.39468,13.504,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.295,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456034.39544,13.513,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.298,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.39619,13.496,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.301,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.39693,13.463,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.304,Z,,11.521,,HU CNC,AAVSO,STD,,,,
