time,flux
2309.900616985782,74507.33539651791
2309.9210492347847,74491.22190688385
2309.9414812828472,74521.42168786883
2309.961913430918,74514.44054078146
2309.9823456785234,74482.09420621471
2310.002777725196,74526.08460461938
2310.0232098718625,74549.83733538857
2310.043642118071,74560.39384101954
2310.0640741633397,74518.61418402591
2310.0845063086163,74515.75886383328
2310.104938553428,74507.70833584145
2310.1253705977724,74528.46200463311
2310.145802741179,74577.4834585736
2310.1662349845938,74578.14040246418
2310.186667027534,74553.03972021522
2310.2070991700166,74557.08850548412
2310.2275314120343,74594.05097884542
2310.247963453585,74551.83249574724
2310.268395594663,74549.9588379671
2310.288827834818,74615.06185624373
2310.3092599749652,74597.78383961678
2310.329692114654,74665.91663447955
2310.350124253877,74618.7773411238
2310.3705562926334,74590.45939248505
2310.3909885309185,74588.28065290574
2310.4114206687445,74608.23939298897
2310.431852706097,74627.97243046065
2310.4522849429923,74549.8154540533
2310.4931491158495,74636.19196168799
2310.5135813513407,74605.08989060453
2310.5340134863727,74643.01716706416
2310.554445520931,74623.2659298642
2310.5748777550325,74599.73465668659
2310.595309889133,74630.88599965918
2310.615741922302,74617.73406597618
2310.636174154999,74610.84028268047
2310.6566062877027,74620.28689212202
2310.677038419468,74611.2051718211
2310.6974705507746,74621.67287137843
2310.7383348124495,74633.05953663458
2310.7587670428256,74629.45281703236
2310.779199072269,74644.67229819944
2310.799631201706,74659.20916280028
2310.8200634302193,74646.21330150726
2310.8404954587313,74586.25603190469
2310.860927686772,74581.63109666198
2310.8813598138877,74583.41500071963
2310.9017918410027,74581.7940578736
2310.9222240676463,74574.77508864822
2310.9426561938308,74563.55493127691
2310.963088219083,74597.563276366
2310.9835204443298,74607.81540877547
2311.0039525691172,74561.01371612948
2311.0243845934383,74551.1141397726
2311.044816817288,74553.4514387567
2311.0652489406784,74532.76486147154
2311.0856809636025,74546.11167861406
2311.106113186055,74564.7422729594
2311.1265453080487,74563.54507074518
2311.1469773295757,74534.28760718084
2311.1674095506314,74625.34569020677
2311.187841671228,74742.04863800852
2311.2287059114824,74583.8491084805
2311.249138030682,74530.12188386121
2311.2695700498807,74557.82481008327
2311.2900022681424,74512.36550117235
2311.310434385945,74531.11992323572
2311.3308664037468,74480.58955341844
2311.3512986206115,74477.8675096208
2311.3717307374827,74464.41563168458
2311.392162953882,74491.17300951015
2311.4125949693553,74508.19202625348
2311.4330270848295,74490.51342665731
2311.4534592998316,74465.8957045678
2311.473891313908,74477.64905634704
2311.4943234279854,74453.889935189
2311.5147556415905,74440.58336129131
2311.5351876547356,74409.19335392285
2311.555619767416,74410.30800363762
2311.576051979624,74420.15260984989
2311.596484091373,74420.9742371932
2311.6169161026555,74427.75302676973
2311.6373483134666,74371.73315008332
2311.6577804238186,74373.37110432169
2311.67821243417,74406.00635040911
2311.719076752539,74364.8941249717
2311.739508761493,74362.35977828727
2311.7599409695104,74352.36337220586
2311.780373077534,74363.95594734115
2311.8008050846256,74317.01060634138
2311.8212372917114,74285.48337500897
2311.8416693978725,74299.36537148028
2311.8621015040335,74260.96070617209
2311.8825336097216,74238.6179162502
2311.902965614485,74297.83790604745
2311.9233978192497,74359.80207638137
2311.9438299235408,74228.70572254971
2311.9642619273727,74209.52562318406
2311.9846941307405,74198.0538842389
2312.0051262336347,74161.84532379216
2312.0255583360704,74175.20033639095
2312.0459904380405,74170.08214544399
2312.0664225400033,74172.13701078674
2312.086854641042,74210.12452288975
2312.107286741615,74120.64693126413
2312.127718842181,74097.9025634509
2312.1481509418227,74093.08775658677
2312.168583141465,74119.9935174757
2312.209447238878,74102.98532740935
2312.2298794371236,74097.50674079762
2312.250311434429,74090.27156960094
2312.2707435317425,74087.50281912106
2312.291175728591,74088.21223637892
2312.311607724965,74054.99082127717
2312.3320398208816,74002.67630941008
2312.352472016333,74029.08880403874
2312.3729040113103,73999.57068239982
2312.3933362058306,73990.74329368882
2312.4137682998844,73968.61190434988
2312.4546324870535,73987.98568252473
2312.475064580176,74015.7260074759
2312.49549667236,74043.17387572816
2312.515928764551,73927.81183845142
2312.536360855811,73897.9407587185
2312.5567929470635,73929.26762493889
2312.5772250378577,73992.73642441953
2312.5976571281863,73879.30470618303
2312.6180891175754,73843.3995139827
2312.6385213069734,73886.4325578048
2312.658953395905,73845.00552218671
2312.679385384363,73896.90508064642
2312.6998175728295,73860.20701131698
2312.720249660364,73857.85972951251
2312.740681647425,73849.65954741514
2312.7611138344946,73894.80177149705
2312.781545920632,73838.27370652182
2312.8019779067617,73792.0809474466
2312.822410091969,73776.58826129188
2312.842842177175,73790.60345647074
2312.8632742614427,73764.12887354157
2312.8837063457177,73780.3118215605
2312.904138429527,73801.76704358622
2312.924570612864,73765.43887343562
2312.9450025957412,73703.20730064908
2312.9654346781535,73705.70847909158
2312.9858668600937,73685.00982203917
2313.0062989420403,73653.485588733
2313.026730923055,73665.49392628387
2313.047163103598,73679.58376029549
2313.0675951841476,73662.36964663268
2313.088027163758,73627.13065890523
2313.108459343377,73643.12510864342
2313.1288914225297,73584.55697691362
2313.1493234007503,73641.39213161208
2313.190187656721,73600.15487735528
2313.210619634003,73584.7073864262
2313.231051810828,73560.42717964794
2313.2514838876523,73539.21928831024
2313.271915963538,73523.56065513376
2313.2923480389654,73508.18965474128
2313.312780114393,73493.94901310375
2313.3332121888816,73476.55676113334
2313.3536442633776,73463.62067680336
2313.3740763369424,73527.8860682306
2313.3945083105064,73469.8264209028
2313.4353725562323,73475.75684912343
2313.455804628393,73471.01322888011
2313.476236700095,73430.5644133199
2313.4966687713313,73409.34816727671
2313.5171009420956,73405.07916793106
2313.5375329128656,73404.26422511156
2313.557964982705,73370.92499426728
2313.578397152538,73367.64482349354
2313.5988291214453,73378.10186304805
2313.6192611903534,73374.73244250624
2313.6396933587894,73316.47165306093
2313.6601253267654,73379.00497876434
2313.6805573942765,73328.77004848093
2313.7009895613155,73370.11508382052
2313.7214215278946,73318.18387972527
2313.7418535940087,73285.57867195911
2313.7622857596507,73301.87109062045
2313.7827177252984,73299.03736037678
2313.8031497900156,73277.55886880006
2313.8235819547263,73243.4038417821
2313.844014018512,73252.81970787892
2313.864445982297,73241.41743310043
2313.884878145611,73197.86475821084
2313.9053102084654,73292.25728845397
2313.9257422708542,73204.38448921246
2313.94617433277,73211.4573380174
2313.9666063946934,73178.10981878142
2313.9870384556853,73208.80430962541
2314.007470516204,73169.49503348593
2314.0279025767304,74132.94329123074
2314.048334636791,73203.24470855625
2314.068766695913,73124.97286902675
2314.089198755042,73133.18588598877
2314.1096308137057,73096.22740655798
2314.1300628718964,73118.6538158651
2314.170926986895,73036.21590568878
2314.1913590441545,73070.2429521943
2314.21179110049,73063.59227675533
2314.232223156825,73009.82255133946
2314.2526552122217,73034.0222899378
2314.2730872676257,73013.28989214408
2314.293519322564,73018.74566847536
2314.3139513770293,72994.68129167505
2314.3343834310363,72967.50894973146
2314.3548155845783,72969.66208204324
2314.375247537646,72951.63488071025
2314.4161117428594,72931.22186801657
2314.4365436945372,72977.75333685445
2314.4569758462167,72921.19958605267
2314.4774078974297,72897.23878232749
2314.497839848169,72890.48505619816
2314.5182719984514,72886.73666128376
2314.53870404826,72860.47033619146
2314.5591359976097,72880.49919520119
2314.579568146495,72887.23957888481
2314.60000019538,72862.23891802553
2314.620432143325,72844.43211346744
2314.6408642912793,72785.21752383182
2314.6612963387597,72807.0778970341
2314.6817283857818,72809.95862605363
2314.7021604318725,72769.80327206834
2314.722592478429,72767.66123256732
2314.7430245240466,72777.65188411335
2314.763456569206,72746.20788450526
2314.7838886138925,72719.50639384639
2314.804320658586,72709.10053119218
2314.8247527023486,72685.33018742623
2314.845184746111,72655.92325858692
2314.8656166893998,72682.20273828685
2314.9064808745898,72615.74261916192
2314.9269130164903,72586.20909458827
2314.9473449583893,72565.94656515984
2314.9677769993577,72569.12941146031
2314.9882091403197,72576.30285678213
2315.008641080356,72573.64778760969
2315.029073120386,72570.3406740749
2315.049505259958,72545.87934273272
2315.069937199063,72521.53715160556
2315.0903692377033,72549.17944896415
2315.1108013758712,72511.76350957662
2315.131233314045,72509.67972303963
2315.151665351281,72465.42501933746
2315.1720974885247,72457.35409285847
2315.1925295248366,72402.53082358307
2315.2129614611404,72416.46399746377
2315.2333935969873,72427.2101231371
2315.253825632368,72416.58050617839
2315.2742575672746,72386.55482508318
2315.29468970219,72424.8029665379
2315.3151217361738,72392.08225857056
2315.3355536701492,72353.51985658468
2315.355985803202,72468.03943144223
2315.3968499688344,72370.99755320247
2315.4172819009545,72287.1110100707
2315.4377139330754,72273.32366785948
2315.4581460642585,72262.07407411993
2315.4785779949816,72262.58038076217
2315.4990100257055,72257.04239986901
2315.5194420559565,72255.36075791667
2315.5398740852834,72245.45639432232
2315.5603061146103,72273.03735601409
2315.5807381434643,72243.32793148707
2315.6011701723255,72235.6637547548
2315.6216022002554,72223.77967225494
2315.6420342277124,72216.06993657588
2315.6624662551767,72173.03029462614
2315.6828982821753,72153.28037561625
2315.7033304087017,72174.4824955664
2315.7237623347683,72164.15780458561
2315.74419436037,72131.00254542404
2315.7646264854993,72100.1527631571
2315.7850584106345,72060.79386726535
2315.805490434839,72103.36107583021
2315.8259225590373,72114.775364813
2315.84635448231,72256.13147911867
2315.8872186283843,72052.27486062195
2315.907650551191,72031.27576507576
2315.9280826730683,72013.90361412581
2315.9485146949373,71993.35649577112
2315.9689466158816,71974.01904297392
2315.98937873682,71983.04092547689
2316.0098107572994,71968.79492459047
2316.030242777313,71971.6086896549
2316.071106815936,71928.39590984379
2316.0915388350186,71907.03208709846
2316.1119708531623,71922.64105591066
2316.1324028713134,71913.0530542565
2316.1528348889988,71883.93477446478
2316.173267006212,71885.43604897315
2316.1936989229653,71859.78045072181
2316.2141309392537,71867.39500536058
2316.234562955535,71822.2147260953
2316.254994970892,71854.85456371325
2316.275426886248,71870.58611351522
2316.2958590011403,71833.75649542292
2316.316291015559,71826.1179667569
2316.3367231295197,71858.31299866637
2316.3775870565005,71842.09222723458
2316.3980191690644,71783.27701013332
2316.4184510816267,71798.8883010744
2316.438883093717,71801.28160873173
2316.4593152053494,71806.58318339034
2316.4797471165075,71761.59125309567
2316.500179127208,71749.72397327014
2316.520611237909,71765.10320172993
2316.541043247671,71735.3767980483
2316.5614751574394,71711.67411848286
2316.5819072667437,71686.78877167484
2316.602339275574,71688.07847675352
2316.6227711839456,71682.75433385187
2316.6432032923185,71707.40751549313
2316.663635299752,71696.52760949799
2316.684067207192,71677.30389936297
2316.704499314168,71673.53035057933
2316.7249313206703,71649.07805554871
2316.7453632267134,71623.18655245028
2316.7657953322923,71613.61758742231
2316.7862273378632,71594.19702661873
2316.806659442511,71616.37925095584
2316.827091347157,71649.96734120457
2316.867955455047,71634.22819136949
2316.949683366176,71612.2433123935
2316.9701153680217,71549.60838249979
2316.990547468944,71553.93612545956
2317.0109793703305,71580.9809280084
2317.031411370779,71551.75061024827
2317.0518433707693,71576.6701274188
2317.0722753707596,71541.76212988577
2317.092707370277,71543.83939089757
2317.1131394693366,71537.65487709081
2317.133571367929,71551.29519571857
2317.1540033660494,71533.36795959152
2317.174435464178,71517.44504107801
2317.1948673613733,71510.43486779393
2317.215299458563,71544.6574472682
2317.2357314552937,71541.65651012635
2317.256163351558,71509.41236391192
2317.2765954473507,71523.48046733606
2317.29702744315,71523.56295794825
2317.317459338017,71640.64528417481
2317.358323427281,71503.0430279176
2317.3787554212176,71444.57074221599
2317.3991874146814,71493.2804035155
2317.4196194081524,71539.050631029
2317.440051400692,71493.02045564062
2317.4604833932244,71499.66289282008
2317.4809153852984,71482.97716191829
2317.501347376907,71498.00198416594
2317.521779368042,71469.04853853761
2317.542211359185,71469.51139281991
2317.562643349389,71441.53076171894
2317.583075439601,71465.3565473684
2317.603507329346,71445.74845702828
2317.623939318626,72154.5617552193
2317.6443714078996,71434.6073168408
2317.6648032962476,71414.94550398535
2317.6852353845898,71439.88237762422
2317.705667372007,71456.05076478337
2317.726099259424,71416.163574103
2317.7465313468347,71382.8144475308
2317.76696323332,71396.16256730855
2317.787395219806,71401.15244240193
2317.8078273053543,71455.87881435879
2317.8486911759974,71412.54723441294
2317.8691232606143,71425.53982744967
2317.889555145237,71429.60987456756
2317.909987128929,71410.36402899513
2317.9304192126147,71431.05994142657
2317.950851195841,71398.10810003712
2317.971283078601,71430.70459539177
2317.9917151608897,71424.63888442192
2318.012147143185,71394.11401452354
2318.032579024548,71378.57570685254
2318.053011105905,71405.03609968218
2318.093874967235,72122.3054267678
2318.114307047661,71377.89297272047
2318.134739027162,71360.51044570746
2318.155171106664,71354.88576509891
2318.1756029856915,71356.47005462542
2318.1960349642613,71383.92243463537
2318.2164670423663,71342.53713678176
2318.2368989204624,71353.40529966209
2318.257330898101,71355.68110533572
2318.277762974809,71383.74862249366
2318.298194851508,71320.45501550696
2318.3594907797597,71348.46967063421
2318.379922754604,71341.13036205621
2318.4003548294495,71334.50779560559
2318.4207868042868,71340.95675173285
2318.441218678199,71342.02520342614
2318.4616507516475,71323.98927941757
2318.482082625087,71311.25987623753
2318.502514598069,71369.04322586926
2318.522946670586,71383.02756734153
2318.5842425862647,71366.4619115748
2318.604674457376,71360.0133119028
2318.6251065280303,71351.71203837421
2318.6455384982182,71333.46477581788
2318.6659703679325,71294.95617653964
2318.6864024376555,71374.58235105278
2318.706834406912,71339.72384477087
2318.727266275695,71305.63533654512
2318.747698344021,71313.56353523608
2318.7681303123463,71312.8337754676
2318.788562279733,71330.65875315768
2318.8294262140553,71296.53916515483
2318.8498581805106,71288.72020812909
2318.870290246974,71313.66574808373
2318.8907221125046,71288.67714645795
2318.9111540780286,71312.38732249897
2318.931586143095,71318.92706293518
2318.9520180076943,71291.76457970744
2318.972449972287,71271.8121685244
2318.9928820359564,71353.84667218626
2319.0133138996243,71338.68727597021
2319.033745962821,71390.36140133285
2319.0746097882948,71327.03790307211
2319.09504185056,71357.93509909653
2319.1154738119003,71352.7280319804
2319.13590567324,71365.5139063102
2319.1563377345738,71403.24848733151
2319.176769594982,71402.5146476977
2319.197201555391,71353.63943784757
2319.217633615328,71384.40202178081
2319.238065474805,71417.6557335586
2319.258497433817,71431.76886137523
2319.278929492357,71450.06789575612
2319.2993614509032,71411.75107400987
2319.319793308983,71420.63900314197
2319.3402253665918,71425.7567811446
2319.360657323974,71413.98245668794
2319.38108918089,71377.10724881949
2319.4015212373342,71394.71349150261
2319.4219531935523,71367.73919080311
2319.442385249531,71367.80128507147
2319.462817104817,71386.85719598857
2319.483249060104,71419.300448691
2319.5036811146856,71385.0273035461
2319.5241129690403,71448.22200455092
2319.5649769765805,71431.15483672016
2319.585408830004,71473.62553295367
2319.6058407829623,71452.7195424711
2319.6262728354486,71488.62457618341
2319.646704687475,71438.96534776421
2319.6671366392693,71481.77259338646
2319.6875686908243,71479.40188526483
2319.7080006416872,71509.42609156902
2319.7284324925495,71527.14286021363
2319.7488645429403,71484.1079022606
2319.769296492872,71493.44150481402
2319.810160391564,71564.2560997012
2319.830592340564,71528.06599311331
2319.851024289099,71532.32166126852
2319.8714562371606,71520.5948551766
2319.891888084996,71585.56664326145
2319.9123201323673,71572.0231442822
2319.9327520794977,71591.99003386719
2319.9531840261698,71588.48728687363
2319.973615972609,71629.74335283814
2319.9940479185752,71643.19336481128
2320.0144797640824,71647.89346334443
2320.034911809358,71669.37511703592
2320.055343754393,71654.21242933266
2320.075775598736,71654.9736550127
2320.0962076430806,71733.98835720994
2320.1166395867185,71794.60604995667
2320.137071530131,71728.59534042358
2320.1575034733105,71712.20641311891
2320.177935416017,71740.62668896066
2320.198367358498,71754.33570223633
2320.2187993005136,71722.66103663636
2320.239231242056,71731.8549633767
2320.259663283374,71788.29004019129
2320.3005270648355,71742.7724037099
2320.320959104989,71764.89106461607
2320.3413910449017,71762.52448056308
2320.361822884355,71760.2952734139
2320.3822549235774,71765.21417495266
2320.402686862333,71762.64215789424
2320.423118700848,71768.91434523555
2320.443550738906,71820.12797709003
2320.4639826764906,71834.50208320693
2320.4844145138486,71832.54346118953
2320.5048465509753,71850.963140139
2320.5252784876357,71834.56264110678
2320.545710423823,71904.41499065988
2320.566142359785,71889.8890766594
2320.5865742952737,71936.99154264778
2320.607006230537,71917.34385095461
2320.6274381653348,71922.78739481045
2320.6478700998996,71945.36814994065
2320.6683020339915,71967.20269774311
2320.688733967858,71952.55412306706
2320.7091659012513,71985.54077759918
2320.729597834419,71985.34997751939
2320.7500297671213,71972.49155315621
2320.790893731588,71975.49417658128
2320.811325563125,71994.46236127247
2320.831757494423,72006.0497426716
2320.852189525496,72031.9598538377
2320.872621356102,72071.7593213518
2320.8930532862432,72086.1911922733
2320.913485316145,72104.22646214919
2320.9339171458196,72090.78622412392
2320.954349075022,72099.47769030425
2320.974781103767,72158.03437936334
2320.9952129322774,72120.37224127761
2321.0156448605558,72158.87089056388
2321.036076888362,72150.4422525262
2321.0565087157083,72153.09175604058
2321.076940742816,72193.18337384368
2321.0973726694647,72211.99982332265
2321.1178045958804,72211.22700708506
2321.1382365218233,72213.45159471124
2321.1586684475405,72295.4771864517
2321.179100373025,72326.83827540814
2321.1995322980365,72430.6879915806
2321.2199642225896,72284.94593179705
2321.24039614691,72472.63756738378
2321.281259994379,72313.93983658009
2321.301691917768,72415.4461137142
2321.322123940452,72513.44727772516
2321.3425557631417,72540.27481779439
2321.3629876853665,72514.94119780771
2321.3834196071184,72453.07459168346
2321.4038515286447,72437.38313483253
2321.4242833497046,72436.70433984877
2321.444715370526,72416.38491227796
2321.465147291121,72419.7378431966
2321.485579311251,72380.08750346368
2321.5060111311395,72386.02045508362
2321.5264430505704,72383.48615226833
2321.5468750695363,72360.46312618778
2321.5673068882606,72423.86485905199
2321.58773880676,72419.10716905774
2321.608170824795,72387.4127961628
2321.6286027423557,72412.81051542239
2321.6490345596903,72420.06432271842
2321.6694665767936,72458.9140070418
2321.6898984934232,72479.2807395764
2321.7103303095937,72503.01649129007
2321.7307623257657,72746.87855261471
2321.7716260564703,72528.45934835172
2321.792058071478,72551.15555722233
2321.812489986012,72567.06228977349
2321.83292180032,72709.89963259651
2321.8533538141637,72607.56235582205
2321.8737857277665,72598.69653708284
2321.8942177409117,72609.52489268714
2321.9146495538225,72624.09255446267
2321.935081466494,72630.82180502858
2321.955513478708,72595.51583460667
2321.9759452904545,72664.05736468712
2321.996377201962,72621.47532217113
2322.0168092132444,72657.1290886642
2322.0372410240598,72635.6410392405
2322.057672934403,72648.7037426409
2322.0781048445206,72682.61430519988
2322.0985367544054,72669.34144230997
2322.118968663817,72627.38699846453
2322.1394006730043,72682.92991130204
2322.159832481717,72699.72285269272
2322.1802643902047,72685.87557372056
2322.2006963982276,72721.24256112192
2322.221128206016,72721.3338142658
2322.261992120657,72701.52753973626
2322.282423927274,72716.75801570615
2322.302855933667,72719.16036518612
2322.3232878398267,72720.79212581199
2322.3437196455197,72726.07412529588
2322.3641516509742,72757.48815683178
2322.3845835559696,72775.64522292883
2322.405015360724,72756.81809473387
2322.4254473650217,72763.54585760791
2322.4458792690857,72769.09615291341
2322.4663111729096,72743.30532411046
2322.486743076275,72789.7230181934
2322.507174979408,72821.53455563892
2322.5276068820676,72808.81940063385
2322.548038784269,72801.56198650421
2322.5684706864704,72792.52583792475
2322.588902587966,72857.44164771652
2322.6093345894697,72864.46781921033
2322.629766390506,72906.4316526725
2322.650198391071,72877.66023920487
2322.67063029141,72894.5053689966
2322.691062091515,72883.27651743789
2322.711494091149,73086.62814549808
2322.752357789497,72907.25280228873
2322.7727897881996,72926.57898024085
2322.793221586675,72926.03649393315
2322.8136534846853,72935.5466417604
2322.8340854822236,72960.7483382983
2322.854517279535,72985.67613868526
2322.874949176614,73009.8068947266
2322.895381173221,73034.12395680958
2322.9158129696007,73005.94530343259
2322.9362448657484,73009.93320857234
2322.956676861424,73022.45951811322
2322.9771087566405,73065.30968008896
2322.997540551856,73042.00432014665
2323.0179725463677,73043.54592610868
2323.0384044408856,73056.40409942227
2323.058836334938,73079.04075630405
2323.0792682285173,73102.97147930654
2323.099700121871,73086.18493444311
2323.120132014992,73095.87994871412
2323.14056390764,73147.2989109394
2323.1609958000627,73161.55311550238
2323.1814277920203,73213.43490786401
2323.201859583736,73316.83459705143
2323.2427234662464,73149.68718121176
2323.2631552570383,73153.74655738745
2323.2835871473653,73199.503155054
2323.3040191374603,73165.38666756162
2323.3244509273136,73205.21365592207
2323.3448828167093,73196.65924118347
2323.3653148058656,73189.92674263222
2323.385746594562,73201.4264039701
2323.4061784830265,73227.82200769342
2323.426610471026,73258.29132871504
2323.4470423587845,73278.21945596901
2323.4674742463176,73255.8045328553
2323.4879061333777,73286.6157105789
2323.5083379202115,73319.50439497914
2323.528769906814,73317.99544290206
2323.54920179295,73401.89752525011
2323.5696335788452,73365.56058844223
2323.5900655642836,73357.25900339831
2323.610497449481,73366.33191871055
2323.6309292342194,73381.38775890287
2323.6513612187264,73335.41582276842
2323.671793103,73411.24458527066
2323.6922248867995,73489.78582146198
2323.73308875371,73413.7993140983
2323.7535205365857,73404.16623527386
2323.77395251923,73429.79898276948
2323.8148163833466,73429.54049916597
2323.835248165058,73435.9485665033
2323.8556800462975,73446.1471724309
2323.876112027312,73415.44029142453
2323.8965438078594,73477.0687610824
2323.9169756881747,73460.8009204111
2323.9374076682507,73516.79497077627
2323.9578394478667,73490.72262553063
2323.9782713272434,73522.32004549686
2323.9987033063953,73498.48319328975
2324.019135185081,73561.38817070502
2324.0395669635327,73546.4502288682
2324.059998941513,73584.42040270429
2324.0804308192673,73601.98818389383
2324.1008625967806,73603.63965971333
2324.121294573837,73614.32117263788
2324.14172645066,73649.12491023236
2324.162158227249,73655.492510949
2324.182590203367,73722.45735849589
2324.24388582987,73696.68046522433
2324.2643177048303,73746.46841316379
2324.2847495793176,73760.65574623976
2324.3051814535793,73754.96927091503
2324.3256132276074,73799.35204670348
2324.346045201164,73812.42112146107
2324.3664770744945,73813.9738600085
2324.386908947359,73862.42901221881
2324.4073408202166,73858.15794534347
2324.427772692383,73892.28677669386
2324.448204564549,73915.32868168618
2324.468636536243,73908.37977910109
2324.48906830771,73957.16107287887
2324.509500178712,73961.20942478717
2324.529932149475,73995.38242273923
2324.5503639200106,74019.22504282287
2324.570795890075,74047.92472923212
2324.5912277599127,74039.03074249964
2324.611659529284,74094.8657408628
2324.6320914986572,74085.54827455225
2324.6525233675566,74106.94461772717
2324.6729551359967,74092.71920916249
2324.7138189721736,74098.65343179717
2324.7342507399153,74130.21958634787
2324.754682707193,74170.07479597213
2324.7751145742295,74138.52942705782
