time,flux
3262.4674281533516,69040.11411575387
3262.4878634568595,68924.70127322477
3262.5082988608337,68887.16415748645
3262.528734365267,68908.2436682913
3262.549169669939,68871.80574034531
3262.5696051750783,68892.40345507456
3262.5900405804423,68840.243056264
3262.6104758860456,68820.38084031743
3262.630911392349,68800.5346540854
3262.651346798644,68854.63399996996
3262.6717821054117,68842.25313254382
3262.6922176124135,68959.49105372626
3262.712653019873,68882.58647616199
3262.7330883278046,69078.7629462181
3262.7535238359706,68885.58425575371
3262.7739592443613,68982.61930267094
3262.794394653225,69068.2857514107
3262.8148300623216,69084.89551546458
3262.8352654718765,69166.7064364157
3262.8557008816715,69403.71379414853
3262.876136291932,69496.10236567598
3262.9170071133776,68960.37644960919
3262.9374425245696,68982.64716308042
3262.957877935987,68975.7989524606
3262.9783133478777,68908.06154535935
3262.998748760234,68737.66449530849
3263.0191841728156,68785.47160476902
3263.039619685638,68815.0166770248
3263.060054998925,69151.2724919895
3263.080490412438,68981.78786522338
3263.1009259264247,68920.95238491689
3263.1213612406427,68578.07953672246
3263.14179665532,68638.30651691507
3263.162232170238,68652.74362110798
3263.18266748562,68255.55920372889
3263.2031029012287,68255.7831394326
3263.223538417078,68256.2452492437
3263.2439737333916,70601.84504804567
3263.264409250165,72093.46412937633
3263.2848446670614,68241.83305820153
3263.305280084307,68211.19115028625
3263.325715502011,68191.0738411668
3263.346150919955,68252.77165854473
3263.3665863382485,68587.49475210677
3263.4074571758756,68506.27444091905
3263.4278925952167,68367.55573733109
3263.4483281149005,68453.76526577919
3263.4687634349393,68589.89420265763
3263.4891988552117,68441.64985305746
3263.5096343759433,68396.0877580914
3263.5300696969134,68303.43682642689
3263.5505051182336,68350.7420317703
3263.5709406398964,68379.16905780845
3263.5913759619143,68395.14679448777
3263.611811484283,68106.64553824841
3263.6322469068764,68106.3543481211
3263.652682229942,68090.30773044395
3263.6731177532347,68138.6096543131
3263.6935530768824,68134.19469609778
3263.71398850088,68089.18261527736
3263.734424025228,68129.5461305113
3263.754859349916,68101.87384581265
3263.7752947749614,68049.1252411901
3263.795730300233,67987.2783504118
3263.8161656259763,67944.17150487372
3263.836601051953,67997.0868863025
3263.85703657828,68051.08871166439
3263.897907431856,67870.12298520232
3263.9183428592223,67882.2292608084
3263.938778286829,67888.07304801569
3263.959213714901,67927.55981933988
3263.979649143206,67860.39057962477
3264.000084571737,71134.52167473854
3264.020520100741,67786.02403128355
3264.040955430086,67828.37273893456
3264.0613908596715,67787.46743939398
3264.081826389607,67830.42425307968
3264.1022617198905,67736.96089783509
3264.1431326815,67306.5364784742
3264.1635680127074,67488.32523924063
3264.1840035443893,67607.56432256382
3264.204438976303,67716.82967944238
3264.2248743085656,67705.16191783902
3264.245309841055,67637.02226347577
3264.265745274017,67732.50535759344
3264.286180707204,67722.7140336425
3264.306616140864,67690.4173904665
3264.327051574757,67747.42533864346
3264.3474870088758,67804.30543645349
3264.3883578782916,67671.82957730567
3264.408793313458,67569.25507509218
3264.4292287489807,67554.13402759508
3264.4496641848527,67544.19211416847
3264.5518413689715,67524.67201930918
3264.572276806706,67429.08731457773
3264.5927123447836,67458.15939282686
3264.613147683216,67457.92128859289
3264.6335832219993,67461.05509661502
3264.6540186611237,67387.36325990326
3264.6744540004875,67416.94409049589
3264.694889540202,67353.26826297825
3264.7153249802577,67349.35149011678
3264.735760320669,67334.3350997338
3264.756195861315,67331.22423668539
3264.776631302302,67376.72150073525
3264.797066643645,67362.14272112053
3264.8175021853385,67332.20370942946
3264.837937627257,67274.87740564674
3264.878808512265,67214.14198101907
3264.899243955122,67270.42909485367
3264.9196794984455,67180.31408501131
3264.9401149419937,67168.41775898544
3264.9605502858976,67253.7006129202
3264.9809858301523,67213.94671158996
3265.001421274632,67239.41643682311
3265.021856619467,67243.29833357847
3265.042292164653,67235.71071768287
3265.062727510187,67270.9349249295
3265.083162955947,67268.03315920924
3265.1240338485222,67110.09883456986
3265.144469395338,67097.51133300782
3265.164904842386,67144.85971490193
3265.1853401897824,67138.54636531998
3265.2057757375223,67149.56128795278
3265.226211185618,67250.0003926613
3265.2466465339385,67108.28603214501
3265.267082082617,67170.96707631812
3265.2875175315276,67086.70947152212
3265.307952880903,67159.3933096325
3265.3283884305056,67162.59862738266
3265.3692594306485,67163.22330753016
3265.451001134781,66954.88959287091
3265.471436586602,66884.22745918532
3265.4918721387658,66950.102955689
3265.512307591169,67107.54366124005
3265.5327429439203,67115.63038138945
3265.5531784970153,67185.4086687964
3265.573613950466,67251.14434859516
3265.6144848581753,66784.82889716374
3265.634920312441,66911.00205209282
3265.6553557671723,66895.56682758508
3265.675791222129,66987.62279083107
3265.696226677326,66977.38718396628
3265.716662232866,67085.50329843059
3265.7575330450054,67036.44598484017
3265.777968501483,66958.4571941424
3265.7984039583025,66978.25420139646
3265.8188395154793,67007.82865664057
3265.8597103306383,67002.84712009883
3265.8801458887465,66989.60979130064
3265.900581247086,67022.09242911651
3265.921016705768,67069.03686933812
3265.9414522648076,66981.60107910149
3265.9618876240784,67148.35624725262
3265.982323083692,67231.90439823808
3266.0027586435463,67249.38352876317
3266.0231941038655,67075.85578742513
3266.043629564294,67009.26430718397
3266.0640650251953,67019.87216662841
3266.084500486322,67041.17337065747
3266.1049359478056,66975.8936764803
3266.125371409522,66912.78549347683
3266.1458068715874,67013.35345677657
3266.1662424339956,67018.56280864858
3266.186677796759,67011.92208753731
3266.207113259632,67042.5263216217
3266.227548822979,67078.50079271414
3266.247984186557,66954.08737200487
3266.2684197504786,66925.05166142022
3266.288855214756,67021.83640380354
3266.3092905792655,67117.84662508535
3266.3705969746516,67141.16712492546
3266.391032540436,67203.38661320806
3266.4114680064595,67143.13374210546
3266.431903372715,66963.19951488571
3266.452338939431,66950.09862438925
3266.472774306385,67014.84357309403
3266.49320987369,67009.00687343327
3266.5136453412197,67006.37478313451
3266.534080809106,67024.14440792942
3266.554516277225,66978.40094892631
3266.5953872145037,66941.00018301328
3266.615822683554,67005.98575316319
3266.6362581529465,66911.80010061167
3266.656693622579,66933.11370325665
3266.677129092561,66967.46489983692
3266.6975645628845,66944.71596217385
3266.718000133449,66955.93003088816
3266.738435604362,66998.2971686829
3266.7588709755,66935.43002433628
3266.779306546996,66901.35385715817
3266.7997420188403,66941.84810148363
3266.8201773909095,66907.70205116937
3266.8406129633368,66910.33812041672
3266.861048435996,67041.98611281397
3266.881484008998,66996.30434880394
3266.9019193822387,66970.62184487606
3266.9223548558293,66937.56295542524
3266.9427904296463,66944.90284471169
3266.963225803818,66965.28997700303
3266.98366127834,66979.56049862716
3267.0040968530884,67034.37895759464
3267.0245322281917,67090.01236856126
3267.0449677035285,66999.60029924313
3267.0858386552427,67075.49098461132
3267.1062742315116,67061.30952757754
3267.1267097080054,67087.54686374628
3267.147145084855,67055.96675558692
3267.167580662048,67063.18331254527
3267.18801613948,67100.89780178363
3267.2084515171446,67101.49851708318
3267.228887095276,67125.81577861602
3267.2493225736325,67124.16975324739
3267.2697579522282,67134.8213536993
3267.2901935311675,67161.79275914398
3267.3310645898746,67193.36161352387
3267.351499969627,67249.22978304863
3267.371935449737,67232.40250983967
3267.392371030197,67268.62503978529
3267.412806410881,67293.33853435308
3267.4332418918057,67232.63448438443
3267.4536774730805,67290.28048401883
3267.4741128546957,67244.69289072583
