data,wl,model_comp50
0.2735391873983984,15819.745033527866,0.2632268913271652
0.2706969455832362,15819.858656937822,0.2639122580592809
0.26383467345893247,15819.972265000279,0.2652876352940714
0.2711502665972908,15820.085857721611,0.2671263782460056
0.27165111891897287,15820.199435108168,0.2690392153842768
0.2560211852923239,15820.312997166338,0.2704023434935365
0.2763483082708139,15820.426543902482,0.27080858341182107
0.2847709224090273,15820.540075322951,0.27047407950406455
0.28518466594730024,15820.653591434128,0.26999064907781045
0.26634777091656536,15820.76709224236,0.26980334495978914
0.2636853216235447,15820.880577754022,0.2699594253013836
0.26001228021171674,15820.994047975468,0.2702009378846014
0.2578821878228814,15821.107502913059,0.2702799011940152
0.26199192062403676,15821.220942573153,0.2702825517303769
0.26635509219589637,15821.334366962103,0.27033388089603644
0.2642383354008287,15821.44777608628,0.27022045641045267
0.25456933031087187,15821.56116995202,0.2697308520810818
0.2640210542921917,15821.674548565694,0.2688592346153211
0.26376472936953327,15821.78791193364,0.26784962392019734
0.26909801531220423,15821.901260062223,0.2670648757165019
0.27274798168675707,15822.01459295779,0.2667129871171035
0.260218119720152,15822.127910626685,0.26668471254536324
0.26621526336155127,15822.241213075264,0.26679725660610865
0.272680054363868,15822.35450030987,0.26693878616312605
0.2634184958520181,15822.467772336855,0.26698453252184223
0.26909129410643057,15822.581029162557,0.26664048592398193
0.2681420938247759,15822.694270793329,0.2652821018415386
0.25134751148655743,15822.807497235506,0.2621121103963857
0.2441741993131137,15822.920708495432,0.25724051300168754
0.2589820455217289,15823.033904579457,0.2520863313548126
0.25037068237689325,15823.147085493909,0.24815000154960573
0.24246014360852858,15823.260251245129,0.24610056367306465
0.24858594392045547,15823.373401839464,0.24602410007079165
0.2452285917161494,15823.48653728324,0.24773241188660808
0.2487971058951682,15823.5996575828,0.2506879975413408
0.2470535100970451,15823.712762744475,0.2540181133097343
0.24184318164947793,15823.825852774595,0.2563870495483617
0.2502162431727983,15823.938927679505,0.25633296104126646
0.23212754420185178,15824.051987465517,0.25280948656377367
0.21946141074997869,15824.16503213898,0.24523846872852928
0.23107309577184312,15824.278061706214,0.23378664030230112
0.21922808746952785,15824.391076173546,0.21969925131169887
0.18222238966385432,15824.504075547307,0.20535104493342127
0.18588708476306753,15824.617059833825,0.1933580488667357
0.18853634939326408,15824.730029039414,0.1857387299685007
0.1748606744771126,15824.842983170407,0.18360795257792317
0.18077232225800066,15824.955922233117,0.18716226141579392
0.18564628528643123,15825.068846233882,0.195590723002606
0.19724511963428218,15825.181755179005,0.2068539236189343
0.21394175520819358,15825.29464907482,0.21827281371232463
0.2187668717929896,15825.407527927633,0.2278588802749772
0.2272101959317718,15825.520391743763,0.2349902770002496
0.2124621198988147,15825.633240529538,0.2400701015919929
0.21522259330916868,15825.746074291263,0.24401693779117722
0.22186493182616934,15825.858893035249,0.24771206079383745
0.22533506865779074,15825.971696767814,0.2517276191074638
0.23864082518856852,15826.084485495265,0.2563179702788735
0.24304151787862915,15826.197259223924,0.26119240663355997
0.2517690012495323,15826.31001796008,0.265495355272802
0.25686288592738,15826.422761710062,0.26845997948964234
0.2568928244859721,15826.53549048017,0.2697597676774933
0.26349719520017106,15826.64820427671,0.26962134102651025
0.2602073962803927,15826.760903105978,0.26853793767054895
0.263492340409858,15826.87358697429,0.2668372915398442
0.2662069059061635,15826.986255887945,0.264745474734733
0.26364331132600294,15827.098909853246,0.2626658722934464
0.2680558472301392,15827.2115488765,0.2611002294240434
0.2690487668213298,15827.324172963989,0.26027623317483484
0.28103695687200736,15827.436782122024,0.2599931611785393
0.2863219868810022,15827.5493763569,0.25989056823916
0.28235304025570773,15827.661955674914,0.2595045348190208
0.26645315165791084,15827.774520082357,0.2584360618362199
0.26545925630023576,15827.887069585533,0.25621213802470444
0.2662347572932419,15827.999604190727,0.2527544323113897
0.25349765310291394,15828.112123904235,0.24852388615129706
0.23260900853230204,15828.224628732345,0.24447885749782058
0.23307240594057108,15828.337118681351,0.24172208929805616
0.24180935877383897,15828.449593757532,0.24075234993886593
0.24276828009621387,15828.562053967187,0.2413456863262893
0.24667832250709645,15828.674499316592,0.2422191707500974
0.24186221563883212,15828.786929812046,0.2417636149111913
0.24142186157951445,15828.899345459819,0.23812178143049373
0.23064878136794856,15829.01174626621,0.23056905998885951
0.22363741015563443,15829.124132237488,0.2205597689888316
0.20646403123529639,15829.236503379929,0.21097371571332452
0.19689265138775863,15829.348859699832,0.2043167517369156
0.19354571399062065,15829.461201203463,0.20192193143020343
0.20903846282185212,15829.5735278971,0.20423359787848522
0.22640221108155587,15829.685839787024,0.21104582317530085
0.23596139835213695,15829.79813687951,0.22146960966381143
0.24559219952823466,15829.910419180833,0.23381510777047054
0.2517888970423333,15830.022686697266,0.24502549110863658
0.25237165223683455,15830.134939435082,0.25261621169387
0.26847115944745964,15830.24717740054,0.2561141726248321
0.2706289125469242,15830.359400599931,0.25680654166742495
0.27342643394605104,15830.471609039509,0.2563194389846896
0.2636215208054372,15830.583802725549,0.25566674612581847
0.2532567050102585,15830.695981664316,0.25528244903832487
0.24684856033657449,15830.808145862076,0.2554382838243848
0.25882864165660646,15830.920295325088,0.256523198550457
0.26881558171643094,15831.032430059626,0.258906197718604
0.2666759723460034,15831.144550071947,0.2623157840090023
0.2682663947341924,15831.256655368314,0.26595552991426147
0.2659446879970538,15831.368745954986,0.26899660190021296
0.26295868577883597,15831.480821838215,0.27103442631624547
0.2735792770720693,15831.592883024272,0.2720506480941619
0.2821574065999226,15831.704929519408,0.27193769976381293
0.28579988922740873,15831.816961329883,0.27080564123510836
0.2733460874849274,15831.928978461945,0.26929355242345576
0.263410279633006,15832.040980921856,0.2681091145136726
0.2558323078868035,15832.152968715862,0.2675621062123307
0.24252885634314678,15832.264941850213,0.26756437526181565
0.2570184141873938,15832.376900331163,0.2679067511149756
0.2445834038823685,15832.48884416497,0.26833215239944086
0.2552030944648196,15832.60077335786,0.26875140482618837
0.26602159367869194,15832.712687916108,0.2693063147812431
0.27388837601401794,15832.824587845937,0.2698792734950694
0.28903539591135397,15832.936473153608,0.2702743811693256
0.3245346765876058,15833.048343845352,0.2704739509106233
0.34695539592057334,15833.160199927423,0.27063114701325763
0.26277054497670765,15833.272041406053,0.2708323904203646
0.2448536914685161,15833.383868287492,0.2711148907129566
0.26697903220358493,15833.495680577978,0.27142595082060916
0.26735375041846526,15833.607478283744,0.27157113996876187
0.2653973294529473,15833.719261411028,0.2714193559461973
0.2549010330757416,15833.831029966068,0.2710608712294397
0.25211686029250513,15833.942783955106,0.2707337226663344
0.257385101580771,15834.054523384364,0.2705942954015963
0.2646886336066052,15834.166248260084,0.27064365001185825
0.2772728417735913,15834.277958588495,0.2707405430973375
0.2681629989417797,15834.389654375822,0.27064572619179683
0.26439928555148046,15834.501335628305,0.2701244321961817
0.2710625751850498,15834.613002352176,0.26913595162069565
0.2731495272476227,15834.724654553645,0.2678524625947106
0.2735194065484277,15834.83629223895,0.26594114711319544
0.27620057207294324,15834.94791541432,0.2631840680535609
0.27564772273316246,15835.059524085971,0.2599298944412019
0.25887183336517666,15835.171118260125,0.2571265729422353
0.2629672825422407,15835.282697943016,0.2557054970348558
0.2576302573309365,15835.394263140852,0.25574597884320777
0.2560146335733302,15835.505813859863,0.2565640411409146
0.2630735506765969,15835.617350106262,0.2571071841064806
0.2551355839823107,15835.728871886267,0.25731477118946144
0.2561507338189662,15835.840379206098,0.25823604720536886
0.2594661961225935,15835.951872071962,0.259874857127704
0.2658785455021523,15836.063350490089,0.2621175144879379
0.2634485867577587,15836.174814466682,0.26456063153496256
0.2587418898382893,15836.286264007951,0.2667952547465951
0.26266238741502884,15836.39769912011,0.2685512007564737
0.2691194088574948,15836.509119809374,0.269689648341737
0.27470292905928506,15836.62052608195,0.2702501364889539
0.2687252536297714,15836.73191794404,0.2705249285340806
0.27286799134545986,15836.843295401855,0.2708304180283134
0.2685424369986628,15836.954658461606,0.2712457832236354
0.2780182366439023,15837.066007129484,0.2716116576549537
0.285471885493711,15837.177341411705,0.27147408907660725
0.28142272951454295,15837.288661314467,0.2704756516392598
0.2734435614226169,15837.399966843976,0.2688229872858675
0.2723724268576123,15837.511258006427,0.26701342452002524
0.270815384640529,15837.622534808015,0.2655446370404296
0.2777580128878817,15837.733797254947,0.2647268891564893
0.27227538823798036,15837.845045353415,0.2646267553856737
0.26724319976106886,15837.956279109621,0.2651692970355786
0.26592508955032873,15838.06749852975,0.26620772163762163
0.2667975472267617,15838.178703620011,0.2676503586215518
0.2739132167545555,15838.289894386578,0.26921876312405163
0.26712143276026096,15838.401070835656,0.2705036638168965
0.2659743320395418,15838.51223297343,0.27124903002196205
0.27053824497347,15838.623380806082,0.27133982065045625
0.2656940137290852,15838.734514339823,0.27077593979606207
0.2651360961987011,15838.845633580815,0.26965770774863623
0.2579202787374837,15838.956738535257,0.2681422732767828
0.2568569101077039,15839.06782920934,0.26637308120320746
0.2526974683867096,15839.178905609233,0.2644202108033244
0.25981142993351475,15839.289967741126,0.2623540538503643
0.2629282383204632,15839.401015611204,0.26016514074295066
0.2557994109939865,15839.51204922564,0.2576122685532077
0.253797583026317,15839.623068590618,0.254152418683757
0.24383499685230345,15839.73407371232,0.2491811126397903
0.23830116597587178,15839.845064596913,0.24257274697338563
0.23890826976940302,15839.95604125059,0.23500963622639423
0.21366935065189716,15840.067003679518,0.22784384801589092
0.20291857776168526,15840.17795188986,0.22247825155930934
0.20642558981968134,15840.288885887801,0.21988887723648254
0.20815036461221145,15840.399805679508,0.2206416080244639
0.20385196518398216,15840.51071127116,0.22468406295474047
0.2145041636343915,15840.621602668916,0.23121384492516592
0.23344680990954475,15840.732479878949,0.2387685893587635
0.24356294537521125,15840.843342907434,0.2456085117309803
0.2401077178714127,15840.954191760526,0.2503863820611736
0.23703797606547639,15841.065026444394,0.25256921381370956
0.24357940077945497,15841.175846965205,0.25207276772393106
0.23919006913731009,15841.286653329124,0.24892104227502446
0.22476164374849666,15841.397445542303,0.2434369068604179
0.21691432886494422,15841.508223610916,0.2366813551557944
0.21597781285484785,15841.618987541115,0.2302685187425233
0.20067397803209117,15841.72973733906,0.22584572319380225
0.2019672495703104,15841.840473010909,0.22505365703806549
0.20062143547328887,15841.951194562818,0.22809613344502627
0.20865683921397618,15842.061902000944,0.2342391523444904
0.2153997457977995,15842.17259533144,0.2422288433028601
0.22765879048657886,15842.283274560463,0.2505419977547363
0.2428158789489939,15842.393939694162,0.25782078823861326
0.2462790327875928,15842.504590738687,0.26337523564997345
0.2446490807056114,15842.615227700191,0.26712350336200985
0.25061685763734637,15842.725850584828,0.2688217388986083
0.2472007219525539,15842.836459398732,0.26822893154394856
0.23863194744109076,15842.947054148055,0.2655476232226581
0.24537737146067282,15843.057634838953,0.26118324353535116
0.24636113845940857,15843.168201477565,0.2559805294428453
0.25571515109524984,15843.278754070026,0.2508476606358703
0.2479753608786411,15843.389292622487,0.2464431343852987
0.24931862934809204,15843.499817141092,0.24319967555035513
0.24533120942691977,15843.61032763197,0.2412151404099956
0.23917518400269958,15843.720824101272,0.24012861860963092
0.23882159750673926,15843.831306555127,0.2396254259782678
0.23978836848684584,15843.941774999677,0.23944487849466925
0.23386544487549946,15844.052229441062,0.23940881409388035
0.22798619244475393,15844.162669885409,0.23953686592351692
0.22611113285878043,15844.27309633885,0.24035338260133135
0.22798656572110093,15844.383508807527,0.24231106390350057
0.23049211581106527,15844.493907297569,0.2457045087042784
0.2398100254158684,15844.604291815098,0.2505613317747713
0.2465772954536882,15844.714662366257,0.256259614574547
0.25000689295692496,15844.825018957163,0.26160733942071285
0.2578747327990104,15844.935361593945,0.2656162340673764
0.26894993583004045,15845.045690282737,0.2681259578497386
0.26662562021190395,15845.156005029658,0.269422462848527
0.2647046521036125,15845.266305840825,0.26965780858108446
0.27369495339698713,15845.376592722376,0.2691839286032504
0.2734361549952448,15845.486865680421,0.26828946443090496
0.27495553406624323,15845.597124721082,0.2672761028963588
0.27573895994332076,15845.707369850483,0.2664662407546211
0.27203443674424627,15845.817601074748,0.26609987249364714
0.2724058695210816,15845.927818399976,0.26621153220132887
0.26879717231362915,15846.038021832303,0.2666915969152446
0.27738221353981585,15846.14821137783,0.26745523825337636
0.2741793052063495,15846.258387042672,0.2684350334959663
0.2641457759010069,15846.368548832956,0.2694807573958902
0.2518511329444598,15846.478696754775,0.27033481478065613
0.2435950503560377,15846.588830814253,0.2707666038843396
0.23614893305176066,15846.698951017497,0.2707992252304609
0.2515061987107473,15846.809057370614,0.2704650516411166
0.25310144345634766,15846.919149879715,0.26969803960687905
0.2532007822254676,15847.0292285509,0.26863367351780193
0.2549201307222694,15847.13929339028,0.2675590264199799
0.26308379214473004,15847.24934440395,0.2668118683956156
0.2776259881511481,15847.359381598026,0.2666753826623939
0.28125481425996907,15847.469404978603,0.26723280756258844
0.28458086010206446,15847.579414551792,0.2682242997233917
0.28127783931125294,15847.689410323674,0.2691374249251234
0.2600771239265323,15847.79939230036,0.26986956866673056
0.26767050872983883,15847.909360487953,0.2704462144913108
0.26555107231396907,15848.019314892532,0.27081657028604295
0.27695804408183655,15848.129255520205,0.27102757648180575
0.28577220175631984,15848.239182377069,0.2711642084628334
0.2727186552907028,15848.349095469208,0.2712976867570522
0.2776704416291382,15848.45899480272,0.27146177642289826
0.2843743619330796,15848.568880383702,0.27165361961849516
0.2696273541244102,15848.678752218228,0.27182599165606885
0.2718051841157823,15848.7886103124,0.27183533303810115
0.2690106164695668,15848.898454672304,0.27153723019752396
0.278849132141498,15849.008285304022,0.2709100194967259
0.2779727727147477,15849.118102213648,0.2700657256685618
0.2736298193766982,15849.227905407259,0.26913108051808604
0.26370531389082236,15849.337694890935,0.2681415264055624
0.2619992155793971,15849.44747067077,0.2670899187874106
0.2615600659340637,15849.55723275284,0.2659907405249245
0.26439189926961953,15849.666981143222,0.26489100909699054
0.2629802521766032,15849.776715848004,0.263915617758574
0.2665154063147735,15849.886436873252,0.2632182095058763
0.2540276274752592,15849.99614422505,0.2628528366290141
0.2568852460478472,15850.105837909476,0.26269388335673627
0.26319818570563713,15850.215517932598,0.26251606865539684
0.2648816046829552,15850.325184300496,0.26207481409782113
0.26588692404592773,15850.434837019242,0.2613174736841932
0.2682822867326822,15850.544476094909,0.26047830238038977
0.27100721253235216,15850.65410153355,0.25991005146085305
0.27363098808047376,15850.763713341263,0.2597105294065212
0.27486541569874895,15850.873311524096,0.2598156744136862
0.2678125899256702,15850.982896088119,0.2603225615528619
0.2729049190411789,15851.092467039409,0.26141647342460383
0.2777554317758408,15851.202024384014,0.26310353934198605
0.2702200155567944,15851.311568128018,0.2649220503480171
0.2667043837771537,15851.42109827746,0.26596449630090097
0.26484990974373424,15851.530614838422,0.2655608314859228
0.26913428342017914,15851.640117816954,0.2638200718055419
0.26667134335665726,15851.749607219122,0.2613042317860502
0.2677858563519617,15851.859083050986,0.2584979778535104
0.2644039859680496,15851.968545318585,0.25593762358173555
0.25995154817010513,15852.077994027995,0.2543003337155882
0.259138427421399,15852.187429185267,0.2541034198919392
0.2629405569180563,15852.296850796452,0.255235242085022
0.2597627218685191,15852.406258867597,0.2573668992271455
0.26617142585112824,15852.515653404771,0.26010541168148654
0.26591283612325234,15852.625034414008,0.2631444428630812
0.2710348049040729,15852.734401901369,0.2661969324370492
0.274326705755662,15852.84375587289,0.2688108091282981
0.2790547408109093,15852.953096334631,0.2705079317944701
0.27561324514998226,15853.062423292637,0.27113539997173397
0.2748122105541414,15853.171736752947,0.27099678380553743
0.2759678839157757,15853.281036721606,0.2705111227131412
0.27389372609907314,15853.39032320466,0.2699619464068219
0.26248958490623636,15853.499596208154,0.2696753610486237
0.2673736887288306,15853.608855738124,0.2697898369491696
0.27796670432977433,15853.718101800609,0.2702829507188192
0.27887436405036076,15853.82733440165,0.27099198409534225
0.274717174053337,15853.936553547292,0.27167410783491924
0.2730863469591947,15854.04575924356,0.2721463669852814
0.2675459986982001,15854.154951496494,0.2723940757366838
0.2632490633477013,15854.26413031213,0.2725803957002293
0.261423975447156,15854.373295696489,0.2726448004148717
0.2686277262685448,15854.482447655624,0.2725787384515175
0.2695092297133958,15854.591586195556,0.2725030307783668
0.2705500486755088,15854.700711322315,0.2724851474227753
0.2699198190481862,15854.809823041933,0.2725092205212713
0.2710212199501386,15854.918921360428,0.2724596577137
0.26706450772856927,15855.028006283836,0.2721646364911525
0.2695197504821993,15855.137077818183,0.2714885485329571
0.26949514319016393,15855.246135969484,0.27039709091571384
0.26959847270663445,15855.355180743776,0.26906895194596575
0.27083648744134065,15855.464212147075,0.2677940478122646
0.26829753042251075,15855.573230185402,0.26675042243458863
0.26390735148534933,15855.682234864775,0.26614818453466843
0.26416483826201825,15855.791226191215,0.2662118274474269
0.2684632132567361,15855.900204170748,0.26701536539542514
0.2689704732711966,15856.009168809378,0.26843674766159487
0.27242221362344354,15856.11812011313,0.27017634371156535
0.2745715670417816,15856.227058088012,0.2718247084717271
0.2730723732605235,15856.335982740042,0.2729577706787551
0.27684755598944555,15856.444894075232,0.27338953908029395
0.27258948340388106,15856.553792099594,0.27325935276711083
0.27524865867854326,15856.662676819133,0.272410389436113
0.27675968756308544,15856.771548239867,0.27070078564263444
0.2803187640982123,15856.880406367796,0.2684410750785003
0.27494404812684464,15856.989251208941,0.26618515066005544
0.2728981904472363,15857.098082769293,0.2644469095064462
0.2742962771512493,15857.206901054858,0.26351896051493634
0.27923560912748696,15857.315706071651,0.26349159055841354
0.27548589092337383,15857.42449782566,0.2643357725932332
0.27572174573846175,15857.533276322902,0.26593543551760523
0.26957883053612836,15857.642041569368,0.26810397268567177
0.2674782526348694,15857.750793571055,0.2703057560732171
0.27594496951237846,15857.859532333974,0.271917674036619
0.27678782466839646,15857.968257864108,0.27265114564144477
0.2746648680013311,15858.07697016746,0.2726214830085299
0.274071559825823,15858.185669250031,0.27219313983431703
0.2701355431816289,15858.294355117803,0.2716990292945327
0.27043737012624464,15858.403027776774,0.27129234988709894
0.26855474601948287,15858.511687232938,0.27099792655573307
0.26439179270268615,15858.620333492287,0.27076030632241044
0.26497437906938504,15858.728966560802,0.2704513308604575
0.267124254268652,15858.837586444486,0.2698812968955149
0.26503054816282745,15858.94619314931,0.26886587021710573
0.2647743169826192,15859.054786681272,0.267352148362059
0.2630846644739222,15859.163367046354,0.26543373053395103
0.26038107376814185,15859.271934250544,0.26314374336902757
0.25589438666008063,15859.380488299812,0.26032943359859845
0.2548852651814039,15859.489029200158,0.25696595695162655
0.2536762959289402,15859.59755695755,0.2535012142258961
0.24467283987375235,15859.70607157797,0.2506833185833527
0.23835429788772172,15859.814573067399,0.2490646531774364
0.23751782543600877,15859.92306143182,0.24870418818017845
0.24452947929253316,15860.031536677201,0.24922695194153047
0.2527017484121424,15860.139998809522,0.25020389139829086
0.25464390580921054,15860.248447834749,0.2513783846765051
0.26341636876489066,15860.356883758872,0.25266492800091533
0.26840736142854776,15860.465306587843,0.2538463408934012
0.2675419982244861,15860.573716327655,0.2545403149610344
0.2688359896932459,15860.682112984257,0.2546979888521773
0.2689002900405976,15860.79049656363,0.25484757849524053
0.2613688078776227,15860.898867071739,0.25569484994745373
0.2696914232850038,15861.007224514551,0.257619684044038
0.2691878826888354,15861.115568898034,0.2604915261391255
0.2674975967775689,15861.223900228155,0.26378856940628914
0.27204776375494805,15861.332218510868,0.2668733733437051
0.26915840560412974,15861.440523752133,0.26935026554676295
0.26755396971395196,15861.548815957929,0.27116400123877843
0.27241535997406563,15861.6570951342,0.27237534141290654
0.26883733181544506,15861.765361286909,0.27299243591929956
0.26824121917712385,15861.87361442202,0.27302118231321243
0.27447311647428535,15861.981854545485,0.27258980269547955
0.279618946920218,15862.090081663262,0.27194659601982624
0.27463361188337887,15862.198295781302,0.271362389813575
0.27273551654719186,15862.306496905561,0.2708701876838242
0.27154867266198396,15862.414685041995,0.27043513663106405
0.2751396164613924,15862.522860196546,0.27011124231320344
0.2811862125892438,15862.631022375175,0.2698966463406176
0.277491293666319,15862.739171583824,0.2698097830973843
0.2817499570730544,15862.847307828448,0.26990124525107057
0.27567693772357504,15862.955431114982,0.2700779555301351
0.26835921473104335,15863.063541449385,0.2700697903728565
0.2804176459466088,15863.171638837606,0.26977500336963683
0.27695161239048105,15863.279723285568,0.2695266945948319
0.27206387584621416,15863.387794799226,0.26958937178262077
0.2752585710235174,15863.495853384527,0.2698340463178978
0.2730459829718532,15863.603899047403,0.27004508371154945
0.2778993887873998,15863.711931793796,0.2701223977875112
0.27586880003977765,15863.81995162964,0.27020094511747783
0.2690332404666748,15863.927958560884,0.2704756941808888
0.27019875837487567,15864.035952593455,0.2709482717417378
0.273617583255365,15864.143933733292,0.27147181461366904
0.27418264217321486,15864.251901986328,0.2718613635926188
0.27205633533107326,15864.359857358486,0.272000649545991
0.27397755917012256,15864.467799855713,0.2719081602368669
0.2734652889472191,15864.575729483939,0.2714585930514703
0.269176686782218,15864.683646249085,0.27030533043109944
0.2695840500922054,15864.791550157079,0.26802702443346965
0.2706796863565205,15864.899441213858,0.26453281916290355
0.26703123770467513,15865.007319425333,0.26052125420296585
0.2638696527196106,15865.115184797449,0.25707480474763456
0.24587686285639782,15865.223037336118,0.25488466433829365
0.24670196790116417,15865.330877047254,0.2540656504181903
0.26103117894185707,15865.43870393681,0.25454104644011055
0.2653032473311049,15865.546518010677,0.2559287316197143
0.2615515292311455,15865.654319274785,0.25744339551387135
0.26657174274619,15865.762107735052,0.2579730170659522
0.26700276263968226,15865.869883397403,0.25646928457653034
0.2661051963710338,15865.97764626774,0.25261290455950197
0.26276060678176194,15866.085396351988,0.2472241982443224
0.266949449946873,15866.193133656061,0.24194456439731277
0.26709756004358465,15866.300858185874,0.23814960685603895
0.2618511461459618,15866.408569947333,0.23631606483083353
0.255207384275852,15866.51626894635,0.23673568156014754
0.2484411512935414,15866.623955188841,0.2393967228181212
0.25242166080754713,15866.73162868071,0.24384044617699124
0.24724821702333244,15866.83928942787,0.24888392323730243
0.25205965320117035,15866.946937436222,0.2531398216726257
0.2565963357603719,15867.05457271167,0.2559180816085714
0.2550622254131414,15867.162195260127,0.2574724200779816
0.25761304790047995,15867.269805087484,0.25852855754847043
0.26705144961392857,15867.377402199656,0.25950576271203074
0.26769468831633436,15867.48498660254,0.2604934286743847
0.2672215556752712,15867.592558302033,0.261569168164511
0.2689308600110639,15867.700117304037,0.26291000786736707
0.26720965506135197,15867.807663614449,0.2646466486561321
0.2664001340254699,15867.915197239168,0.26647416228966253
0.2672833959878889,15868.022718184086,0.26783857250089227
0.27618864667225007,15868.130226455101,0.26848088777820334
0.2692257749769247,15868.23772205811,0.26847160868073516
0.264625042672653,15868.34520499899,0.26828508724149347
0.2669480839321961,15868.452675283655,0.26832237906542045
0.27098186702192983,15868.560132917979,0.26871639982731593
0.25938377407631186,15868.667577907854,0.26934595277087614
0.2605245112996967,15868.77501025917,0.26988213913121845
